sid	path	kind	role	preview	top_cards	basename_neighbors
SRC-F29AB8E114A9	stages/stage13/archive/tasks/13-13fu/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fu — R07 canonical synthesis result | > STATUS: `COMPLETE_R07_CANONICAL_PROOF_SYNTHESIS` | The R07 repairs are integrated into one canonical proof entrypoint: | ```text | stages/stage13/13-13fu/stage13-r07-canonical-proof.md | ``` | The synthesis keeps the Stage13 theorem and constants unchanged while incorporating the full R07 repair chain: | 1. fixed finite Gaussian-Hecke/ray-class twists are identified at the exact HLR/Merikoski angular normalization and proved holomorphic at `s=1` with common fixed-strip polynomial growth for fixed `S`; | 2. the fixed-S overlap argument is instantiated on the explicit `U/R_b/S_c` residue model with the actual second-face square test, exact `lambda_p`, well-defined effective quotient and pole signature, principal multiplier, nonprincipal pole loss, and fixed-S tagged injection; | 3. Vaaler angular approximation is separated from the physical curved cutoff, and the full `Lambda^27` box / boundary shell / mesh / harmonic error ledger is in	SR-STR-060:2.51:Constant-u bisection genus and physical-degeneration barrier; SR-STR-074:2.23:Physical-cutoff height transfer on a fixed-tau genus-one fiber; SR-STR-198:2.11:Balanced Gaussian square-divisor common-core compression with CRT line rigidity; SR-STR-222:2.08:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-211:2.08:Diffuse common-core Gaussian norm-factor correlation and bilinear theorem gate; SR-STR-206:2.07:Single-prime two-square influence and primitive projective-slope transport chain	SRC-F4C4521CAF2D|stages/stage13/archive/tasks/13-13b/result.md|SR-STR-031,SR-STR-227; SRC-E5931D885808|stages/stage13/archive/tasks/13-13fd/result.md|SR-STR-227; SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227
SRC-BC95DF81B103	stages/stage13/archive/tasks/13-13fu/source-map.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fu — R07 canonical synthesis source map | The canonical proof entrypoint is | ```text | stages/stage13/13-13fu/stage13-r07-canonical-proof.md | ``` | It synthesizes the active theorem chain from the following merged proof-facing sources: | ```text | R06 base canonical structure: | stages/stage13/13-13fn/stage13-r06-canonical-proof.md | R07 Gate A: | stages/stage13/13-13fq/fixed-twist-hecke-contract.md | stages/stage13/13-13fq/primary-source-checklist.md | R07 Gate B: | stages/stage13/13-13fr/concrete-fixed-s-residue-model.md | R07 Gate C: | stages/stage13/13-13fs/curved-region-self-contained-closure.md | R07 Gate D: | stages/stage13/13-13ft/r07-hardening-lemma.md | Historical supporting derivations retained by the synthesis: | stages/stage13/13-13fb/wiener-bound-lemma.md | stages/stage13/13-13fe/stage12-counting-interface.md | stages/stage13/13-12ag/result.md | ``` | Precedence for the next immutable review artifact is: | ```text | 13-13fu R07 canonical proof | > R06 canoni	SR-STR-021:1.60:Super-Kai individual Gaussian-residue occupancy gate; SR-STR-039:1.43:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-140:1.41:Uniform high-occupancy physical-mass deficit gate on the MAIN wall slab; SR-STR-226:1.39:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-217:1.38:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-119:1.32:Strict sub-half bound off the critical support wall	
SRC-DB239BC66545	stages/stage13/archive/tasks/13-13fu/stage13-r07-canonical-proof.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13 — R07 canonical proof candidate | > STATUS: `STAGE13_13FU_R07_CANONICAL_PROOF_CANDIDATE` | > | > PURPOSE: single proof-facing synthesis of the Stage13 exactly-one directional asymptotic after the R06 zero-base external reviews and the R07 repairs `13-13fq` through `13-13ft`. | > | > PRECEDENCE: this file supersedes the R06 canonical proof for construction of the future immutable R07 review bundle. R03–R06 remain immutable historical artifacts. | > | > THEOREM_CHANGED: `false`. | > | > THEOREM_CONTRACT_REOPEN_REQUIRED: `false`. | --- | ## 0. Theorem and scope | Count primitive canonical triples | \[ | 0<a<b<c,\qquad \gcd(a,b,c)=1, | \qquad d^2=a^2+b^2+c^2,\quad d\in\mathbf Z_{>0}. | \] | For `q in {ab,ac,bc}`, let `A_q(B)` count triples with `d<=B` for which face `q` has integral diagonal, allowing additional integral faces. For distinct `q,r`, let `O_{qr}(B)` count triples with both faces integral. Let `T(B)` count triples with all three faces integral. Let `N_q(B)` count tri	SR-STR-227:3.28:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-039:3.27:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-142:2.95:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-226:2.50:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-143:2.33:Exactly-two-face ambient asymptotic and cubic-host thinning law; SR-STR-055:2.27:Literal exactly-two-face space-diagonal subset contract	
SRC-19A7D40060E7	stages/stage13/archive/tasks/13-13fv/README.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fv — immutable R07 review checkpoint | This stage freezes the merged R07 canonical proof into the immutable external-review target | `review/STAGE13-FINAL-SELF-CONTAINED-20260810-R07.html`. | The bundle is generated only from fixed source snapshot | `a2bb16304e02fe8d6f9b0454188fe410e16b9afb`. | The generated result and manifest record the authoritative content SHA-256. R07 begins fresh external review with zero carried-forward R06 verdicts. At least two independent `CLOSED` verdicts and zero unresolved theorem-level objections are required before Stage13 final promotion. | `NEXT=13-13fw`	SR-STR-096:1.54:Double-Pell compression at fixed self-generated kernel; SR-STR-207:1.46:Nested primitive-slope acceptance and canonical two-factor density receiver; SR-STR-009:1.41:Euler-completion proportion on the unmarked at-least-two-face host; SR-STR-169:1.33:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-108:1.30:Explicit moduli map and geometric twist split; SR-STR-154:1.29:Exact matched M2-to-N2 finite census through one million	SRC-88BE6A73D6E6|stages/stage14/data/14-num-alpha11-diag10/README.md|SR-STR-034; SRC-7CE38CB1702B|stages/stage15/README.md|SR-STR-001,SR-STR-039,SR-STR-144; SRC-3E1FDACA4EC9|stages/stage14/data/14-s4c/README.md|SR-STR-217
SRC-5A1BD59C67AD	stages/stage13/archive/tasks/13-13fv/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fv — result | The immutable R07 self-contained review bundle has been generated from merged R07 canonical-synthesis snapshot `a2bb16304e02fe8d6f9b0454188fe410e16b9afb`. | ```text | STAGE13_13FV=COMPLETE_R07_REVIEW_BUNDLE | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | SOURCE_SNAPSHOT_COMMIT=a2bb16304e02fe8d6f9b0454188fe410e16b9afb | CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | BUNDLE_PATH=review/STAGE13-FINAL-SELF-CONTAINED-20260810-R07.html | R07_IMMUTABLE=true | R06_IMMUTABLE=true | R07_FRESH_EXTERNAL_REVIEW_REQUIRED=true | R06_VERDICTS_CARRY_FORWARD_TO_R07=false | R07_INDEPENDENT_CLOSED_VERDICTS=0 | R07_REQUIRED_INDEPENDENT_CLOSED_VERDICTS=2 | R07_RECORDED_THEOREM_LEVEL_OBJECTIONS=0 | R07_UNRESOLVED_THEOREM_LEVEL_OBJECTIONS=0 | R07_REPAIR_BLOCKERS_OPEN=0 | R07_HARDENING_OBLIGATIONS_OPEN=0 | THEOREM_CHANGED=false | THEOREM_CONTRACT_REOPEN_REQUIRED=false | DETERMINISTIC_AUDIT_SCOPE=REPRODUCIBILITY_AND_CONSISTENCY_ONLY | PROMOTE_	SR-STR-142:0.74:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-176:0.71:Compact rational-2-torsion translation and canonical physical denominator; SR-STR-052:0.65:Gaussian quotient and cross-resultant dictionary; SR-STR-067:0.64:Fixed-tau ambient conic before the space-square filter; SR-STR-141:0.62:Exactly-one-face ambient population order and Pythagorean scale mechanism; SR-STR-039:0.61:Stage14 integral-space exactly-two half-power upper theorem	SRC-F4C4521CAF2D|stages/stage13/archive/tasks/13-13b/result.md|SR-STR-031,SR-STR-227; SRC-E5931D885808|stages/stage13/archive/tasks/13-13fd/result.md|SR-STR-227; SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227
SRC-A1C4009DF738	stages/stage13/archive/tasks/13-13fv/review-manifest.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fv — R07 review manifest | ```text | STAGE13_13FV=COMPLETE_R07_REVIEW_BUNDLE | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | SOURCE_SNAPSHOT_COMMIT=a2bb16304e02fe8d6f9b0454188fe410e16b9afb | CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | BUNDLE_PATH=review/STAGE13-FINAL-SELF-CONTAINED-20260810-R07.html | R07_IMMUTABLE=true | R06_IMMUTABLE=true | R07_FRESH_EXTERNAL_REVIEW_REQUIRED=true | R06_VERDICTS_CARRY_FORWARD_TO_R07=false | R07_INDEPENDENT_CLOSED_VERDICTS=0 | R07_REQUIRED_INDEPENDENT_CLOSED_VERDICTS=2 | R07_RECORDED_THEOREM_LEVEL_OBJECTIONS=0 | R07_UNRESOLVED_THEOREM_LEVEL_OBJECTIONS=0 | R07_REPAIR_BLOCKERS_OPEN=0 | R07_HARDENING_OBLIGATIONS_OPEN=0 | THEOREM_CHANGED=false | THEOREM_CONTRACT_REOPEN_REQUIRED=false | DETERMINISTIC_AUDIT_SCOPE=REPRODUCIBILITY_AND_CONSISTENCY_ONLY | PROMOTE_TO_13_13G=false | NEXT=13-13fw | ``` | ## Review target | The byte-for-byte review target is `review/STAGE13-FINAL-SELF-CONTAINED-20260810-R07.h	SR-STR-102:0.83:Growing-prime host sieve for the space target; SR-STR-057:0.83:Toric master space-diagonal receiver on the two-face host; SR-STR-061:0.82:Affine-linear moving-u multisection discriminant classification; SR-STR-105:0.82:Fixed-coordinate squareclass support collapse; SR-STR-156:0.81:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-135:0.77:Weighted exceptional-class adapter for the T route	
SRC-EC2A8CB1E7E4	stages/stage13/archive/tasks/13-13fv/review-policy.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fv — R07 external review policy | - Review exactly `review/STAGE13-FINAL-SELF-CONTAINED-20260810-R07.html` with SHA-256 `52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578`. | - Start from zero. Do not inherit any R06 verdict. | - Record each independent reviewer verdict as `CLOSED` or `OPEN` with explicit theorem-level objections. | - Documentation suggestions may be recorded without becoming theorem-level blockers. | - Promotion remains forbidden until at least two independent `CLOSED` verdicts and zero unresolved theorem-level objections are present. | - Any substantive mathematical repair produces R08 or later; R07 remains byte-for-byte immutable.	SR-STR-144:1.39:Shared-edge double-Pythagorean normal form for the exactly-two-face host; SR-STR-226:1.39:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-169:1.33:Correlation-only canonical-divisor/projective-mover transfer suite; SR-STR-039:1.22:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-009:1.18:Euler-completion proportion on the unmarked at-least-two-face host; SR-STR-207:1.17:Nested primitive-slope acceptance and canonical two-factor density receiver	
SRC-EADCECFE1D01	stages/stage13/archive/tasks/13-13fw/claude-r07-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fw — Claude R07 review adjudication | Review target: | ```text | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | ``` | Reviewer: `Claude` | ## Verdict | ```text | CLAUDE_R07_VERDICT=OPEN | CLAUDE_R07_LABEL=REPAIRABLE | CLAUDE_R07_CLOSED_VOTE_COUNTED=false | ``` | Claude's review is accepted as a fresh R07 review. It does not identify a contradiction in the Stage13 theorem or constants, but it identifies two review-target defects that prevent treating this immutable R07 bundle as fully self-contained. | ## Accepted finding 1 — `QR_0(F_p)` is undefined | The R07 canonical proof uses | ```text | W_p(x,z)=1_{x^2+z^2 in QR_0(F_p)} | ``` | and later counts the zero states separately in deriving | ```text | |Omega^W_{p,U}|=(p+1)^2/2. | ``` | The intended meaning is recoverable from the calculation and from the global implication `x^2+z^2=w^2`, but the symbol itself is never explicitly defined i	SR-STR-176:1.98:Compact rational-2-torsion translation and canonical physical denominator; SR-STR-057:1.88:Toric master space-diagonal receiver on the two-face host; SR-STR-073:1.84:Space-filtered fixed-tau genus-one fiber; SR-STR-060:1.80:Constant-u bisection genus and physical-degeneration barrier; SR-STR-178:1.79:Euclid five-column squarefree-kernel routing and local Hilbert adapter; SR-STR-151:1.78:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion gate	
SRC-3B269BAA4928	stages/stage13/archive/tasks/13-13fw/deepseek-r07-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# DeepSeek fresh review of immutable R07 | Review target: | ```text | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | ``` | ## Normalized verdict | ```text | DEEPSEEK_R07_VERDICT=CLOSED | DEEPSEEK_R07_CLOSED_VOTE_COUNTED=true | DEEPSEEK_R07_NEW_THEOREM_LEVEL_BLOCKERS=0 | DEEPSEEK_R07_NEW_SELF_CONTAINED_BLOCKERS=0 | DEEPSEEK_R07_JACOBI_EMBED_NOTE=NONBLOCKING_RECOMMENDATION | DEEPSEEK_R07_QR0_DEFECT_NOT_IDENTIFIED=true | ``` | ## Adjudication | DeepSeek independently rechecked the R06→R07 repairs and found the theorem-level defects previously raised against R06 resolved: | - the analytic identity `sum I_q=pi^2/8` no longer assumes equality of the three chamber integrals; | - fixed finite Hecke/ray-class twists preserve nonzero infinity type, fixed-S finite conductor, holomorphy at `s=1`, and common fixed-strip polynomial growth; | - the fixed-S residue model is concrete enough to identify the physical	SR-STR-222:1.67:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-227:1.51:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-165:1.51:Gaussian quadratic-Hecke large-sieve transfer with ray-class correction; SR-STR-217:1.50:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-139:1.49:Same-measure physical occupancy L1/L2/exceptional-tail equivalence; SR-STR-156:1.48:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate	
SRC-C75C3AE1F5EE	stages/stage13/archive/tasks/13-13fw/grok-r07-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fw — Grok R07 verdict | Review target: | ```text | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | ``` | ## Raw reviewer verdict | Grok reviewed the R06 -> R07 changes adversarially and returned: | ```text | GROK_R07_RAW_VERDICT=CLOSED | ``` | Grok accepted all four R07 repair gates: | - Gate A fixed finite Hecke/ray-class twist normalization and fixed-S strip-growth contract; | - Gate B concrete inert residue model, local acceptance, effective-character quotient, principal multiplier and tagged injection; | - Gate C curved-region box/shell/Vaaler/error ledger; | - Gate D exact Wiener inequalities, uniform logarithmic moments, epsilon overlap squeeze and Stage12 oriented-record factor two. | Grok found no new fatal or major mathematical gap and judged the theorem constants, claims and non-claims unchanged. | ## Adjudication against the integrated review ledger | The CLOSED vote is indepe	SR-STR-155:1.91:Fixed rational-curve sub-square-root ceiling and moving-family gate; SR-STR-149:1.62:Geometric b-invariant explanation of the Stage22 log-four second-face enhancement; SR-STR-222:1.62:Fixed-U canonical-LPF projective Gaussian residue receiver chain; SR-STR-031:1.61:Finite-order Selberg-Delange theorem contract; SR-STR-021:1.60:Super-Kai individual Gaussian-residue occupancy gate; SR-STR-211:1.59:Diffuse common-core Gaussian norm-factor correlation and bilinear theorem gate	
SRC-2D42ACB868ED	stages/stage13/archive/tasks/13-13fw/r08-repair-plan.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fw — R08 repair plan after Claude R07 review | R07 is immutable. R08 is a non-theorem-changing self-containedness repair. | ## R08-A — define the local square set exactly | Insert before first use: | \[ | QR_0(\mathbf F_p):=\{t^2:t\in\mathbf F_p\}. | \] | Thus `0 in QR_0(F_p)`. Distinguish, if ever needed, the nonzero square set by a different symbol such as `QR(F_p)=QR_0(F_p)\setminus\{0\}`. | The Gate B predicate must then read literally | \[ | W_p(x,z)=1_{\{x^2+z^2\in QR_0(\mathbf F_p)\}}. | \] | Add a one-line `p=3` sanity check showing all eight unit states are accepted and `alpha_3=lambda_3=1`. | ## R08-B — inline the complete inert unit character sum | Do not say merely that Stage13-12ag proves the count. Embed the full symbolic reduction in the canonical proof and the future bundle: | 1. define the quadratic character `chi`, extended by `chi(0)=0`; | 2. express the accepted indicator including the zero correction; | 3. derive the four character sums `S0,S1,S2,S3`; |	SR-STR-217:2.25:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-073:2.25:Space-filtered fixed-tau genus-one fiber; SR-STR-227:2.14:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-219:2.09:Fixed-direction j=1728 fiber compression versus active-direction sparsity barrier; SR-STR-032:2.08:Exact shared-hypotenuse representation convolution; SR-STR-199:2.04:Split-quartic agreement allocation and reciprocal Edwards-Cayley reduction	
SRC-427A5BE2319C	stages/stage13/archive/tasks/13-13fw/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fw — result | Claude's, Grok's, and DeepSeek's fresh R07 reviews have been adjudicated against the same immutable review target. | ```text | STAGE13_13FW=R07_FRESH_REVIEW_ADJUDICATION_COMPLETE | REVIEW_TARGET_BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260810-R07 | REVIEW_TARGET_CONTENT_SHA256=52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578 | R07_EXTERNAL_REVIEWS_RECORDED=3 | CLAUDE_R07_VERDICT=OPEN | CLAUDE_R07_LABEL=REPAIRABLE | CLAUDE_R07_CLOSED_VOTE_COUNTED=false | GROK_R07_VERDICT=CLOSED | GROK_R07_CLOSED_VOTE_COUNTED=true | GROK_R07_NEW_THEOREM_LEVEL_BLOCKERS=0 | GROK_R07_NEW_SELF_CONTAINED_BLOCKERS=0 | DEEPSEEK_R07_VERDICT=CLOSED | DEEPSEEK_R07_CLOSED_VOTE_COUNTED=true | DEEPSEEK_R07_NEW_THEOREM_LEVEL_BLOCKERS=0 | DEEPSEEK_R07_NEW_SELF_CONTAINED_BLOCKERS=0 | DEEPSEEK_R07_JACOBI_EMBED_NOTE=NONBLOCKING_RECOMMENDATION | R07_INDEPENDENT_CLOSED_VERDICTS=2 | R07_REQUIRED_INDEPENDENT_CLOSED_VERDICTS=2 | R07_MATHEMATICAL_REVIEW_THRESHOLD_MET=true | R07_UNRESOLV	SR-STR-060:1.08:Constant-u bisection genus and physical-degeneration barrier; SR-STR-152:0.91:Already-space pair-overlap thinning for the second-face transition; SR-STR-102:0.83:Growing-prime host sieve for the space target; SR-STR-063:0.83:Tau pushforward invariant and collision receiver; SR-STR-057:0.83:Toric master space-diagonal receiver on the two-face host; SR-STR-143:0.83:Exactly-two-face ambient asymptotic and cubic-host thinning law	SRC-F4C4521CAF2D|stages/stage13/archive/tasks/13-13b/result.md|SR-STR-031,SR-STR-227; SRC-E5931D885808|stages/stage13/archive/tasks/13-13fd/result.md|SR-STR-227; SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227
SRC-9399A62C0D3C	stages/stage13/archive/tasks/13-13g/STAGE13-CLOSED.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13 — CLOSED | Status: **CLOSED** | Final proof target: | - `STAGE13-FINAL-SELF-CONTAINED-20260810-R07` | - SHA-256: `52b660f6ff234da4b73d241cec981744d6d3d9cdcd406ab5fe2c1f746b784578` | ## Closure decision | Stage13 is frozen on R07. This step does **not** modify the theorem, proof, constants, or immutable R07 review bundle. | The fresh R07 external-review ledger records: | - Grok: `CLOSED` | - DeepSeek: `CLOSED` | - Claude: `OPEN / REPAIRABLE`, with no theorem-level objection | - independent `CLOSED` verdicts: `2 / 2` | - unresolved theorem-level objections: `0` | Therefore the mathematical closure threshold is met. | ## Known documentation notes accepted at closure | Two non-theorem documentation/self-containedness notes remain intentionally accepted rather than opening R08: | 1. `QR_0(F_p)` should be read as the set of quadratic residues **including zero**, i.e. `{t^2 : t in F_p}`. R07 does not spell this notation out in a standalone definition. | 2. The full `S0,S1,S2,S3` / J	SR-STR-195:1.89:Squarefree j=1728 twist compression of the joint physical squareclasses; SR-STR-148:1.75:One-face conditioning logarithmically enhances space-diagonal survival over the ambient space baseline; SR-STR-217:1.75:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-149:1.75:Geometric b-invariant explanation of the Stage22 log-four second-face enhancement; SR-STR-211:1.71:Diffuse common-core Gaussian norm-factor correlation and bilinear theorem gate; SR-STR-015:1.69:R504 elliptic base-change exceptional Prym locus gate	
SRC-188E0C211990	stages/stage13/data/13-10/final_explanation_audit_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-10", | "scope": "final finite-versus-asymptotic explanatory synthesis; no new analytic theorem", | "classification": "PASS_STAGE13_COMPLETE" | }, | "question": "Why do accessible primitive canonical exactly-one directional counts look close to 2:1:1 although the proved limit is the chamber vector?", | "finite_lock_B100000": { | "exact_one": { | "ab": 84146, | "ac": 43180, | "bc": 40704 | }, | "bc_normalized_ratio": { | "ab": 2.0672666077044027, | "ac": 1.0608294025157233, | "bc": 1.0 | }, | "raw_incidence": { | "ab": 84212, | "ac": 43236, | "bc": 40760 | }, | "pair_overlap_sum": 89, | "triple_overlap": 0, | "interpretation": "the near-2:1:1 shape is already present before the exactly-one sieve; overlap removal is a small finite perturbation" | }, | "asymptotic_lock": { | "categorywise": "N_q(B) ~ [kappa I_q/(3 pi^3)] B(log B)^3", | "total": "N1(B) ~ [kappa/(24 pi)] B(log B)^3", | "normalized_limit": { | "ab": 0.5347369332313988, | "ac": 0.24535917783225	SR-STR-227:3.53:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-226:2.50:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-005:2.29:No-space one-face to two-face transition asymptotic; SR-STR-004:2.24:Space-diagonal one-face transition asymptotic; SR-STR-039:1.84:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-143:1.83:Exactly-two-face ambient asymptotic and cubic-host thinning law	
SRC-3CD023931C3E	stages/stage13/data/13-11/review_bundle_manifest.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "bundle_id": "STAGE13-FINAL-SELF-CONTAINED-20260808-R01", | "completed_through": "Stage13-11", | "content_sha256": "2151ab2a531c80dbf8d10a79c4bec82fce01ce0dff2345972911cbcf8760e3f5", | "document_status": "SELF_CONTAINED_STAGE13_ONLY_WITH_DECLARED_STAGE12_R09_INPUT", | "html_bytes": 867528, | "html_path": "review/STAGE13-FINAL-SELF-CONTAINED-20260808-R01.html", | "review_protocol": { | "allowed_verdicts": [ | "CLOSED", | "REPAIRABLE", | "OPEN", | "UNREADABLE_SOURCE" | ], | "explicit_convergence_rate_claim": false, | "monotonicity_claim": false, | "perfect_cuboid_existence_claim": false, | "review_scope": "stage13_only", | "stage12_r09_declared_prior_input": true, | "stage12_review_in_scope": false, | "stage12_source_embedded": false | }, | "source_count": 91, | "source_ledger_sha256": "d0b28572261d278872cd12ff0b460663606f0e891b57b1f873f40fbeeb769b1b", | "source_snapshot_commit": "5d4e0fd3fef220ac63f0f37edb89a002a6c4d3b8", | "sources": [ | { | "blob_sha": "ee83f7568541713e205707f99cd	SR-STR-226:0.28:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-052:0.26:Gaussian quotient and cross-resultant dictionary; SR-STR-034:0.25:Matched second-face survival diagnostic; SR-STR-040:0.21:Consumed and superseded asset recharge discipline; SR-STR-089:0.21:Residual completion rigidity at fixed outer cell; SR-STR-049:0.21:Fixed-outer common-gcd square-divisor adapter	
SRC-D1442F101BC9	stages/stage13/data/13-12aa/j0_common_factor_audit_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "common_factor_theorem_shape": { | "J": { | "ab": 0.4199814052607246, | "ac": 0.19270464764215864, | "bc": 0.17271211049456506 | }, | "category_dependence_only": "J_q=int k_q(t(phi)) dphi", | "expected_sum_J": 0.7853981633974483, | "statement": "A_q(B) ~ Theta * J_q * B(log B)^3 with one Theta for all q", | "sum_J": 0.7853981633974483 | }, | "dirichlet_singularity": { | "harmonic_base": "B_l(s)=zeta(s)L(s,xi_8l)E_b,l(s), l>=1", | "harmonic_scale": "A_l(s)=L(s,xi_8l)E_h,l(s), l>=1", | "mixed_factor": "C_l(s_h,s_r,s_s) is absolutely convergent in the same weighted-l1 half-plane Re(s_i)>=1/2+delta.", | "zero_base": "B_0(s)=zeta(s)^2 L(s,chi4)E_b,0(s)", | "zero_scale": "A_0(s)=zeta(s)L(s,chi4)E_h,0(s)" | }, | "exact_j0_local_kernel": { | "audit": { | "cases": 49, | "max_harmonic_error": 2.498001805406602e-16, | "max_zero_error": 0.0 | }, | "harmonic": "a=0: D_b(theta); a>=1: 2 cos((a+b)theta)", | "primitive_origin": "G_{a+b} - 1_{a>=1}G_{a+b-1} and H_{a+b} - 1_{a>=1}H_{a+b-1}", | "zero	SR-STR-227:2.39:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-156:2.02:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-142:1.92:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-157:1.88:Complete rational degree-two base-change descent with split/nonsplit commuting-lift loci; SR-STR-039:1.84:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-160:1.82:All-shared-edge directional quarter-power Stage19 lower	
