sid	path	kind	role	preview	top_cards	basename_neighbors
SRC-361FD4B35E7B	stages/stage13/archive/tasks/13-13d/result.md	RESULT	RESEARCH_RESULT	# Stage13-13d — deterministic final consistency audit | > STATUS: `STAGE13_13D_COMPLETE_DETERMINISTIC_FINAL_CONSISTENCY_AUDIT` | > | > INPUT: merged Stage13-13c canonical proof. | > | > PURPOSE: verify every computable constant/interface in the canonical proof independently of numerical fitting, and reject stale/superseded formulas before the R04 review bundle is built. | ## Decision | The audit passes. | ```text | STAGE13_13D=COMPLETE_DETERMINISTIC_FINAL_CONSISTENCY_AUDIT | CANONICAL_CONSTANTS_REPRODUCED=true | STALE_SUPERSEDED_FORMULAS_IN_CANONICAL_FILES=0 | THEOREM_CHANGED=false | NEXT=13-13e | ``` | No mathematical repair was made to `stage13-final-proof.md`. | ## 1. Chamber integrals | The audit numerically integrates the actual spherical chamber | ```text | 0 < x < y < z,  x^2+y^2+z^2=1 | ``` | using deterministic composite Simpson quadrature with `N=200` in each active integration variable. It reproduces | ```text | I_ab = 0.659705248706466 | I_ac = 0.302699752677505 | I_bc = 0.	SR-STR-227:2.02:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-057:1.88:Toric master space-diagonal receiver on the two-face host; SR-STR-063:1.67:Tau pushforward invariant and collision receiver; SR-STR-073:1.63:Space-filtered fixed-tau genus-one fiber; SR-STR-003:1.63:Degree-two K3 cover of the two-face toric Euler-brick host; SR-STR-142:1.62:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-8D33AC33A463	stages/stage13/archive/tasks/13-13e/result.md	RESULT	RESEARCH_RESULT	# Stage13-13e — result | The final self-contained R04 review snapshot has been generated from the fixed | Stage13 source commit `f652833d194bade57794e4c03c184928a54a31b9`. | ```text | STAGE13_13E=COMPLETE_R04_REVIEW_BUNDLE | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260809-R04 | CONTENT_SHA256=789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b | R04_IMMUTABLE=true | R03_IMMUTABLE=true | THEOREM_CHANGED=false | NEXT=13-13f | ``` | The bundle contains the full canonical proof, the external-theorem crosswalk, | the 13-13a dependency-lock result, and the deterministic 13-13d audit result | plus its machine-readable JSON. It is intentionally self-contained: a reviewer | does not need to browse the repository to reconstruct the proof chain. | No external reviewer verdict is created or inferred by this stage.	SR-STR-129:1.89:Missing T-to-MAIN measure adapter for weighted averaging; SR-STR-207:1.60:Nested primitive-slope acceptance and canonical two-factor density receiver; SR-STR-217:1.50:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-052:1.43:Gaussian quotient and cross-resultant dictionary; SR-STR-206:1.38:Single-prime two-square influence and primitive projective-slope transport chain; SR-STR-213:1.38:Complementary-dilation bare unitary shadow versus conditional physical-completion deficit	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-BE7D7B8511A7	stages/stage13/archive/tasks/13-13e/review-manifest.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13e — R04 review manifest | ```text | BUNDLE_ID=STAGE13-FINAL-SELF-CONTAINED-20260809-R04 | SOURCE_SNAPSHOT_COMMIT=f652833d194bade57794e4c03c184928a54a31b9 | CONTENT_SHA256=789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b | BUNDLE_PATH=review/STAGE13-FINAL-SELF-CONTAINED-20260809-R04.html | R04_IMMUTABLE=true | R03_IMMUTABLE=true | THEOREM_CHANGED=false | DETERMINISTIC_AUDIT_STATUS=PASS | NEXT=13-13f | ``` | ## Review target | The byte-for-byte review target is `review/STAGE13-FINAL-SELF-CONTAINED-20260809-R04.html`. Its SHA-256 is | `789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b`. Any substantive repair must create a new R05/R06 bundle; R04 is | never edited in place. | ## Included source snapshot | All embedded material is read with `git show` from source snapshot | `f652833d194bade57794e4c03c184928a54a31b9`: | - `stages/stage13/13-13c/stage13-final-proof.md` — SHA-256 `2824b435f783bc51543255ba3d378ca4715e6bf69748ce0b24b46bae2b04d383` | - 	SR-STR-135:1.15:Weighted exceptional-class adapter for the T route; SR-STR-093:1.04:Raw-slope sieve composition barrier; SR-STR-217:1.00:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-157:1.00:Complete rational degree-two base-change descent with split/nonsplit commuting-lift loci; SR-STR-061:0.99:Affine-linear moving-u multisection discriminant classification; SR-STR-185:0.91:Pairwise gcd support of integral witness factors	
SRC-869B08648BF5	stages/stage13/archive/tasks/13-13f/claude-r04-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13 R04 external review — Claude | > PROVENANCE: `USER_RELAYED_EXTERNAL_REVIEW` | > | > TARGET_BUNDLE_ID: `STAGE13-FINAL-SELF-CONTAINED-20260809-R04` | > | > TARGET_CONTENT_SHA256: `789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b` | > | > RECORDED_VERDICT: `OPEN` | ## Reviewer text | R04を通読しました。全体は非常に精密に組まれていますが、一つ看過できない構造的な問題があります。 | **最大の問題:数値監査が主張する漸近比率を裏付けていない** | 証明の核心(§7〜9)は「Θ(算術定数)がqに依存しない」ことを示し、方向比はアルキメデス的重みJ_qだけで決まると結論しています。理論上の極限比率は | - I_ab : I_ac : I_bc ≈ 0.5347 : 0.2454 : 0.2199(direction_vector) | 一方、同じ文書内のB=100000での実測(exactly_one = 84146, 43180, 40704)を比率にすると | - 0.5008 : 0.2570 : 0.2423 | これは理論極限よりも明らかに「2:1:1」に近い値です。文書自体も§2で「limiting directional proportions are not 2:1:1」と明言しているので、理論とユーザーの元々の発見(d≤10^6でもほぼ2:1:1を維持)は正面から矛盾しています。 | この乖離について文書はどこにも言及・調和させていません。log収束が遅い(誤差項がO(1/log B)オーダー)ことで説明可能ではありますが、それは「たぶん収束が遅いだけ」という仮説であって検証されていません。もし収束が遅いだけでないなら、Θがqに独立という中心主張自体に、まだ捕捉されていないq依存の算術因子が残っている可能性があります。これは「FINAL」と銘打つには致命的な未処理のギャップです。 | **その他の弱点** | - §5の	SR-STR-227:1.64:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-039:1.22:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-152:1.22:Already-space pair-overlap thinning for the second-face transition; SR-STR-183:1.20:Exact eight-state Q2 Kummer covering image; SR-STR-077:1.20:Explicit one-parameter Saunderson coefficient floor; SR-STR-015:1.09:R504 elliptic base-change exceptional Prym locus gate	
SRC-A38ABEF612DC	stages/stage13/archive/tasks/13-13f/deepseek-r04-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# DeepSeek R04 external review verdict | > PROVENANCE: `USER_RELAYED_EXTERNAL_REVIEW` | > | > TARGET_BUNDLE_ID: `STAGE13-FINAL-SELF-CONTAINED-20260809-R04` | > | > TARGET_CONTENT_SHA256: `789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b` | > | > RECORDED_VERDICT: `REPAIRABLE` | > | > R04_IMMUTABLE: `true` | ## Overall assessment | DeepSeek judges the principal strategy and theorem claim to be mathematically plausible/correct in structure, but finds the R04 bundle insufficiently self-contained and insufficiently explicit at several proof-critical technical interfaces. The review recommends producing R05 or R06 rather than freezing R04. | This verdict is recorded as `REPAIRABLE`, not `CLOSED`: the reviewer does not identify a direct contradiction proving the theorem false, but does identify proof-completeness defects requiring substantive exposition and possibly proof hardening before final freeze. | ## 1. Missing explicit Wiener-norm derivation | The bound | ```text | ||	SR-STR-129:1.89:Missing T-to-MAIN measure adapter for weighted averaging; SR-STR-095:1.60:Modulus-entropy barrier after physical weighting; SR-STR-103:1.57:Space-diagonal torus factorization and squareclass receiver; SR-STR-215:1.52:Seeded/seedless K-free reciprocal divisor-allocation CRT first-moment gate; SR-STR-217:1.50:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-171:1.43:Localized unitary-divisor shadow gate	
SRC-4FA6BA5BB0C2	stages/stage13/archive/tasks/13-13f/grok-r04-verdict.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13f — Grok R04 review verdict | > REVIEWER: `Grok` | > | > VERDICT: `CLOSED` | > | > TARGET_BUNDLE_ID: `STAGE13-FINAL-SELF-CONTAINED-20260809-R04` | > | > TARGET_CONTENT_SHA256: `789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b` | > | > PROVENANCE: `USER_RELAYED_EXTERNAL_REVIEW` | > | > RECEIVED_DATE_JST: `2026-08-09` | ## Reviewer conclusion | R04 の正準証明は、R01–R03 で指摘された全ギャップを構造的に解消し、外部依存を最小限に切り詰めた自己完結した形になっている。敵対的に追っても、中央の定理レベルに致命的・重大な欠陥は残らない。 | ## Adversarial checks reported by reviewer | ### 1. 非循環性と共通 Θ | 正準証明は厳密に順序を固定している： | - `j=0` 局所係数系 → 純因子 → 混合補正（weighted-Wiener）→ 矩形主項 → 曲領域移行。 | - ここで初めて共通算術スカラー `Θ` が得られ、カテゴリは `J_q` のみを通じて入る。 | - Stage12 総定理は共通性確立後にのみ使用される（§9）。 | - Vaaler 誤差での Stage12 使用は正の majorant に限定され、方向比例を製造しない。 | Reviewer assessment: 循環の再導入はない。 | ### 2. 解析的 `J_q = 2I_q/pi` | §3 の変数変換 | ```text | psi = 2 phi - pi/2 | d psi = 2 d phi | k_q = (4/pi) ell_q | ``` | から厳密に導出されており、数値積分は検証子に限定される。Fubini/Tonelli の条件も非負性と有限測度で内部的に処理されている。 | ### 3. 混合補正と誤差	SR-STR-158:0.95:Explicit nonsplit degree-two R504 rank-jump construction; SR-STR-160:0.84:All-shared-edge directional quarter-power Stage19 lower; SR-STR-005:0.83:No-space one-face to two-face transition asymptotic; SR-STR-226:0.83:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-039:0.82:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-195:0.81:Squarefree j=1728 twist compression of the joint physical squareclasses	
SRC-DDCC775B8DA4	stages/stage13/archive/tasks/13-13f/r05-repair-plan.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13f — R05 repair / closure plan | > STATUS: `R05_REPAIR_GATES_A_THROUGH_H_AND_IMMUTABLE_BUNDLE_COMPLETE_FRESH_REVIEW_NEXT` | > | > SOURCE_BUNDLE: `STAGE13-FINAL-SELF-CONTAINED-20260809-R04` | > | > R04_IMMUTABLE: `true` | This plan was opened because Claude returned `OPEN` and DeepSeek returned `REPAIRABLE` on R04. It does not mutate R04 and it does not treat an internal repair as an external-review verdict. | ## Gate A — finite discrepancy and q-independence | Status: `[x] COMPLETE — 13-13fa`. | ```text | STAGE13_13FA=COMPLETE_Q_INDEPENDENCE_AND_FINITE_DISCREPANCY_AUDIT | FINITE_DATA_CONTRADICTS_THEOREM=false | LEADING_Q_DEPENDENT_ARITHMETIC_FACTOR_FOUND=false | COMMON_THETA_AUDIT=PASS_AT_CURRENT_PROOF_LEVEL | PROVED_EFFECTIVE_CONVERGENCE_RATE=false | FINITE_DISCREPANCY_QUANTITATIVELY_EXPLAINED_BY_PROVED_REMAINDER=false | NEXT=13-13fb | ``` | ## Gate B — explicit Wiener bound | Status: `[x] COMPLETE — 13-13fb`. | ```text | STAGE13_13FB=COMPLETE_EXPLICIT_WIENER_BOUND | WIENER	SR-STR-015:1.39:R504 elliptic base-change exceptional Prym locus gate; SR-STR-180:1.13:Moving diagonal-pair genus-one quartic with smaller-diagonal enumeration; SR-STR-196:1.10:Quantifier-safe shared-label min envelope and transverse difference-kernel localization; SR-STR-218:1.07:Fixed-tuple projective all-short lattice refinement and cross-tuple energy quantifier firewall; SR-STR-162:1.01:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-227:1.01:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law	
SRC-D867B0129332	stages/stage13/archive/tasks/13-13f/result.md	RESULT	RESEARCH_RESULT	# Stage13-13f — external review gate status | > STATUS: `STAGE13_13F_BLOCKED_R04_REPAIR_REQUIRED` | > | > TARGET_BUNDLE_ID: `STAGE13-FINAL-SELF-CONTAINED-20260809-R04` | > | > TARGET_CONTENT_SHA256: `789656b5bb2190ae62cf2dcae7a3da06ece4f473780a1229ba7284b10b7f4f1b` | ## Current gate | Three independent R04 reviews have been received and recorded: | ```text | GROK_R04_VERDICT=CLOSED | CLAUDE_R04_VERDICT=OPEN | DEEPSEEK_R04_VERDICT=REPAIRABLE | QWEN_R04_VERDICT=NOT_RECORDED | INDEPENDENT_CLOSED_VERDICTS=1 | UNRESOLVED_SUBSTANTIVE_REVIEW_OBJECTIONS=2 | UNRESOLVED_THEOREM_LEVEL_OBJECTIONS=2 | R04_REPAIR_REQUIRED=true | R04_IMMUTABLE=true | PROMOTE_TO_13_13G=false | ``` | Grok reports no fatal or major theorem-level defect. Claude raises an OPEN objection centered on the unresolved relationship between finite directional behavior and the claimed limiting vector, plus the hidden `529 p^{-5/4}` and box-error derivations. DeepSeek independently judges the central strategy plausible but the R04	SR-STR-155:1.50:Fixed rational-curve sub-square-root ceiling and moving-family gate; SR-STR-147:1.40:Euler third-face local blocker law and sieve-dimension-two rarity mechanism; SR-STR-107:1.35:Squareclass support-fiber half-wall gate; SR-STR-015:1.29:R504 elliptic base-change exceptional Prym locus gate; SR-STR-146:1.28:Current certified Euler-cuboid global envelope with unresolved true exponent; SR-STR-180:1.27:Moving diagonal-pair genus-one quartic with smaller-diagonal enumeration	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-127CA0B9FC25	stages/stage13/archive/tasks/13-13fa/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fa — finite directional discrepancy and leading q-independence audit | > STATUS: `STAGE13_13FA_COMPLETE_Q_INDEPENDENCE_AND_FINITE_DISCREPANCY_AUDIT` | > | > PARENT_GATE: Stage13-13f / R05 repair plan Gate A | > | > R04: immutable | > | > THEOREM CONTRACT REOPENED: `false` | > | > NEXT: `13-13fb` | ## 1. Question audited | R04 received a substantive objection that the finite exactly-one vector is still much closer to `2:1:1` than to the claimed limiting vector | ```text | P_inf = | (0.5347369332313988, | 0.24535917783225203, | 0.21990388893634913). | ``` | That observation requires two logically separate checks: | 1. does the complete finite trajectory actually contradict, or move against, the claimed asymptotic vector? | 2. is there a still-unaccounted category-dependent arithmetic factor in the leading `j=0` proof that could invalidate the common-`Theta` conclusion? | This stage audits those two questions only. It does **not** claim an effective convergence rate. | --- | #	SR-STR-015:2.09:R504 elliptic base-change exceptional Prym locus gate; SR-STR-227:2.02:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-154:2.00:Exact matched M2-to-N2 finite census through one million; SR-STR-171:1.86:Localized unitary-divisor shadow gate; SR-STR-148:1.75:One-face conditioning logarithmically enhances space-diagonal survival over the ambient space baseline; SR-STR-217:1.75:Collective fixed-degree stratum proliferation reverse-count budget	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-A73E3165B2F5	stages/stage13/archive/tasks/13-13fb/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fb — R05 Gate B result | > STATUS: `COMPLETE_EXPLICIT_WIENER_BOUND` | > | > INPUT: `13-13fa` complete; R04 immutable. | > | > NEXT: `13-13fc` — curved-region / box-error accumulation. | ## Question | R04 reviewers objected that the bound | \[ | \|C_{\ell,p}-1\|_{5/8}\le529p^{-5/4} | \] | was presented too much like a black-box quantitative assertion. Gate B asks whether the constant, exponent, phase uniformity and exceptional prime can be exposed line by line. | ## Result | Yes. The full derivation is now written in | ```text | stages/stage13/13-13fb/wiener-bound-lemma.md | ``` | For `p>=13`, put `rho=p^{-5/8}`. Since `rho<1/4`, the coefficientwise phase-uniform bounds are | \[ | \|a\|_\rho\le\frac83\rho, | \qquad | \|b\|_\rho\le\frac{44}{9}\rho, | \qquad | \|M\|_\rho\le\frac{32}{9}\rho^2, | \] | and | \[ | \|A^{-1}\|_\rho\le\frac53, | \qquad | \|B^{-1}\|_\rho\le\frac{25}{12}. | \] | The exact pure-axis cancellation gives | \[ | E=(M_{xy}-ab_y)+(M_{xz}-ab_z)-b_yb_z-ab_yb_z.	SR-STR-196:1.95:Quantifier-safe shared-label min envelope and transverse difference-kernel localization; SR-STR-186:1.95:Balanced inert-prime quartic square-sieve dispatch; SR-STR-139:1.94:Same-measure physical occupancy L1/L2/exceptional-tail equivalence; SR-STR-155:1.91:Fixed rational-curve sub-square-root ceiling and moving-family gate; SR-STR-083:1.80:Fixed-tau coarse-height half-power saturation family; SR-STR-012:1.77:Uniform elliptic finite-fiber degree bridge	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-96E88B854574	stages/stage13/archive/tasks/13-13fb/wiener-bound-lemma.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fb — explicit split-prime Wiener bound | > STATUS: `STAGE13_13FB_EXPLICIT_WIENER_LEMMA` | > | > PURPOSE: make the R05 Gate B estimate fully auditable without referring to a hidden numerical sample or an unexplained constant. | > | > INPUT: the primitive raw `j=0` local coefficient system already established in Stage13-12aa. | > | > OUTPUT: a phase-uniform proof of | > | > \[ | > \|C_{\ell,p}-1\|_{5/8}\le 529p^{-5/4} | > \qquad(p\equiv1\pmod4,\ p\ge13), | > \] | > | > plus an explicit finite bound for the exceptional split prime `p=5`. | This lemma is deliberately local. It does not perform the curved-region box summation or the retained-harmonic conductor bookkeeping; those are Gates C and D. | --- | ## 1. Local variables and phase | Let `p≡1 (mod 4)` be a split prime. For the three Dirichlet variables write | \[ | x=p^{-s_h},\qquad y=p^{-s_r},\qquad z=p^{-s_s}. | \] | Let `vartheta` denote the local Gaussian angular phase. The proof below is uniform for every real `varthet	SR-STR-145:2.57:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density; SR-STR-162:2.48:Moving first-small-point height pipeline via large prime plus complete 2-descent; SR-STR-109:2.40:Twist-prime support inside the moduli degeneration divisor; SR-STR-015:2.39:R504 elliptic base-change exceptional Prym locus gate; SR-STR-227:2.27:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-217:2.25:Collective fixed-degree stratum proliferation reverse-count budget	
SRC-8D0A87943C94	stages/stage13/archive/tasks/13-13fc/curved-region-error-lemma.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fc — explicit curved-region and box-error accumulation | > STATUS: `STAGE13_13FC_CURVED_REGION_ERROR_LEMMA` | > | > PURPOSE: close R05 Gate C by replacing the phrases “polylogarithmically many boxes” and “smaller than every fixed negative power of log B” with an explicit global accumulation argument. | > | > INPUTS: | > | > - the zero-mode one-variable Perron/residue expansions from the canonical proof; | > - the phase-independent mixed-correction moment bounds, with Gate B (`13-13fb`) supplying the fully explicit Wiener estimate; | > - the physical cutoff `h(r^2+s^2)<=2B`. | > | > SCOPE: zero angular mode only. Retained nonzero harmonics and their conductor dependence remain Gate D (`13-13fd`). | The theorem statement is not altered. This lemma makes the quantitative passage from uniform core rectangles to the curved physical region independently auditable. | --- | ## 1. Fixed parameters | Write | \[ | \Lambda=\log B. | \] | For sufficiently large `B`, fix | \[ | H_0=U=\ex	SR-STR-156:2.70:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-159:2.43:R505 common-squarefree-core Stage19 receiver with R506 rank-one coordinate subsumption; SR-STR-142:2.36:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-141:2.34:Exactly-one-face ambient population order and Pythagorean scale mechanism; SR-STR-146:2.30:Current certified Euler-cuboid global envelope with unresolved true exponent; SR-STR-217:2.25:Collective fixed-degree stratum proliferation reverse-count budget	
SRC-397EC26FF331	stages/stage13/archive/tasks/13-13fc/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fc — R05 Gate C result | > STATUS: `COMPLETE_CURVED_REGION_ERROR_ACCUMULATION` | > | > INPUT: `13-13fb` complete; R04 immutable. | > | > NEXT: `13-13fd` — retained-harmonic conductor/log bookkeeping. | ## Question | R04 reviewers objected that the curved-region passage used phrases such as “polylogarithmically many boxes” and “smaller than every fixed negative power of log B” without exposing the actual box count or showing how per-box errors survive global summation. | ## Result | Gate C now fixes | ```text | H0 = U = exp((log B)^(1/4)) | eta = (log B)^(-8) | epsilon = 1/16 | N = 64 | ``` | and proves an explicit zero-mode accumulation ledger. | ### Box count | Each coordinate lies in `[1,2B]`; a multiplicative mesh `e^eta` therefore needs `O((log B)^9)` intervals per coordinate. Hence | ```text | BOX_COUNT=O((log B)^27) | ``` | for the full three-variable grid. | ### Finite-order Perron remainders | The fixed `N=64` one-variable remainder gives a uniform per-box bound | `	SR-STR-051:2.29:Polynomially bounded divisor and finite-fiber adapter; SR-STR-217:2.25:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-105:2.25:Fixed-coordinate squareclass support collapse; SR-STR-160:2.24:All-shared-edge directional quarter-power Stage19 lower; SR-STR-015:2.19:R504 elliptic base-change exceptional Prym locus gate; SR-STR-156:2.16:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
SRC-8A248C059524	stages/stage13/archive/tasks/13-13fd/harmonic-conductor-lemma.md	SUPPORTING_MATH_DOC	SUPPORTING_MATHEMATICS	# Stage13-13fd — retained nonzero harmonics with explicit conductor bookkeeping | > STATUS: `STAGE13_13FD_HARMONIC_CONDUCTOR_LEMMA` | > | > PURPOSE: close R05 Gate D by making every dependence on the retained angular index explicit and removing the unexplained fixed choice `A=48` from the logical proof. | > | > INPUTS: Gate B phase-uniform Wiener control, Gate C core/wing decomposition, and the Stage13-13b external Hecke interface. | > | > SCOPE: nonzero angular harmonics and Vaaler bookkeeping. The exact external theorem statements themselves are restated in Gate F (`13-13ff`). | Write | \[ | \Lambda=\log B, | \qquad | H_0=\exp(\Lambda^{1/4}), | \qquad | L=\lfloor\Lambda^4\rfloor. | \] | The key repair is conceptual: no numerical cancellation order such as `48` is needed. A fixed power saving in the scale variable beats every fixed polynomial loss coming from the angular conductor because the core begins at the stretched-exponential cutoff `H_0`. | --- | ## 1. Exact family interface u	SR-STR-140:2.50:Uniform high-occupancy physical-mass deficit gate on the MAIN wall slab; SR-STR-155:2.31:Fixed rational-curve sub-square-root ceiling and moving-family gate; SR-STR-217:2.25:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-204:2.22:Primitive product-norm centering and same-root Ramanujan full-conductor synchronization; SR-STR-211:2.20:Diffuse common-core Gaussian norm-factor correlation and bilinear theorem gate; SR-STR-151:2.14:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion gate	
SRC-E5931D885808	stages/stage13/archive/tasks/13-13fd/result.md	RESULT	RESEARCH_RESULT	# Stage13-13fd — R05 Gate D result | > STATUS: `COMPLETE_RETAINED_HARMONIC_CONDUCTOR_BOOKKEEPING` | > | > INPUT: Gates A–C complete; R04 immutable. | > | > NEXT: `13-13fe` — complete Stage12 R09 counting / factor-two interface. | ## Result | The retained nonzero-harmonic estimate no longer depends on the unexplained fixed choice `A=48`. | For the nonzero Gaussian angular factor, Gate D uses the fixed-strip family interface | \[ | S_\ell(X) | \ll | X^{1-\delta_H}(1+\ell)^{C_H}(\log 2X)^{D_H} | \] | for fixed `delta_H>0`, `C_H,D_H>=0`, uniformly for every `X>=2` and `ell>=1`. The retained Vaaler range is imposed only later: | \[ | 1\le\ell\le L=\lfloor(\log B)^4\rfloor. | \] | This avoids the local-`X` range mismatch that would occur near `X=H0` if one required `ell<=(log X)^4`. | On the core `h>=H0=exp((log B)^(1/4))`, partial summation gives | \[ | \sum_{H_0<h\le B}\frac{a_\ell(h)}h | \ll | (1+\ell)^{C_H}(\log B)^{D_H} | \exp(-\delta_H(\log B)^{1/4}). | \] | The two base channels cost 	SR-STR-016:2.26:Mixed-parity C17 genus-one lower family; SR-STR-032:2.21:Exact shared-hypotenuse representation convolution; SR-STR-156:2.16:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-157:2.12:Complete rational degree-two base-change descent with split/nonsplit commuting-lift loci; SR-STR-051:2.09:Polynomially bounded divisor and finite-fiber adapter; SR-STR-066:2.08:Reduced tau height bound and height-only support no-go	SRC-E23C616B64A2|stages/stage14/archive/tasks/14-s7-13/result.md|SR-STR-196; SRC-DE9B8953CBE7|stages/stage13/archive/tasks/13-12aa/result.md|SR-STR-027,SR-STR-030,SR-STR-031,SR-STR-227; SRC-CCF8EFFB1AE0|stages/stage14/archive/tasks/14-X13/result.md|SR-STR-201; SRC-C233DF1526F8|stages/stage13/archive/tasks/13-12ab/result.md|SR-STR-029,SR-STR-227
