source_id	path	heading	flags	top_candidates
SRC-3CE0CB4BB8FC	stages/stage15/evidence/stage15_6as_twist_height_audit.json	{	"audit_verdict": "BLOCK", | "block_reason_1": "BASE_DISCRIMINANT_64_NOT_SIXTH_POWER_FREE",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-4E8253929E00	stages/stage15/evidence/stage15_6at_branch_memory_audit.json	{	"audit_verdict": "BLOCK",	SR-STR-056:3, SR-STR-085:3, SR-STR-091:3, SR-STR-092:3, SR-STR-094:3
SRC-1D328770B4F8	stages/stage15/evidence/stage15_6au_small_height_twist_audit.json	{	"audit_verdict": "NEW_GATE",	SR-STR-102:3, SR-STR-141:3, SR-STR-143:3, SR-STR-148:3, SR-STR-149:3
SRC-1876A6E078B2	stages/stage15/evidence/stage15_6av_covering_map.json	{	"audit_verdict": "PASS",	SR-STR-056:9, SR-STR-085:9, SR-STR-091:9, SR-STR-092:9, SR-STR-094:9
SRC-1DAFF98816D2	stages/stage15/evidence/stage15_6aw_nontorsion_audit.json	{	"audit_verdict": "PASS",	SR-STR-056:3, SR-STR-085:3, SR-STR-091:3, SR-STR-092:3, SR-STR-094:3
SRC-6B27E1B6D746	stages/stage15/evidence/stage15_6ax_height_bridge_audit.json	{	"audit_verdict": "BLOCK",	SR-STR-102:9, SR-STR-141:9, SR-STR-143:9, SR-STR-148:9, SR-STR-149:9
SRC-39E4B7F4AAD4	stages/stage15/evidence/stage15_6ay_complete_2descent.json	{	"audit_verdict": "PASS",	SR-STR-174:12, SR-STR-199:12, SR-STR-173:11, SR-STR-175:11, SR-STR-056:6
SRC-DC313C7C2B5F	stages/stage15/evidence/stage15_6az_small_height_size_audit.json	{	"audit":"BLOCK",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-E581754BE686	stages/stage15/evidence/stage15_6ba_ar012_false_trigger.json	{	"audit":"BLOCK",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-118806284D2F	stages/stage15/evidence/stage15_6bb_rational_reciprocal.json	{	"audit":"PASS",	SR-STR-056:3, SR-STR-085:3, SR-STR-091:3, SR-STR-092:3, SR-STR-094:3
SRC-818298C27A2C	stages/stage15/evidence/stage15_6bc_weighted_twist_gate.json	{	"audit":"NEW_GATE", | "petit_whole_family_route_blocked":true, | "ar012_route_blocked":true,	SR-STR-016:1, SR-STR-217:1
SRC-2B78371ACBB4	stages/stage15/evidence/stage15_6bd_diagonal_product.json	{	"audit_verdict": "PASS",	SR-STR-194:6, SR-STR-084:4, SR-STR-088:3, SR-STR-134:3, SR-STR-173:3
SRC-7349D77C5077	stages/stage15/evidence/stage15_6be_fixed_diagonal_fiber.json	{	"audit_verdict": "PASS",	SR-STR-053:11, SR-STR-200:11, SR-STR-201:9, SR-STR-078:8, SR-STR-145:7
SRC-CD86D8D7D96B	stages/stage15/evidence/stage15_6bf_denominator_rigidity.json	{	"audit_verdict": "PASS",	SR-STR-091:7, SR-STR-056:6, SR-STR-085:6, SR-STR-092:6, SR-STR-094:6
SRC-9FD97D9F6A33	stages/stage15/evidence/stage15_6bg_support_gate.json	{	"audit_verdict": "NEW_GATE", | "new_gate": "ADMISSIBLE_PHYSICAL_DIAGONAL_SUPPORT_COUNT",	SR-STR-223:15, SR-STR-222:12, SR-STR-015:10, SR-STR-155:10, SR-STR-176:10
SRC-71E79461379C	stages/stage15/evidence/stage15_6bh_support_restatement.json	{	"audit_verdict": "BLOCK",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-4446445FABD9	stages/stage15/evidence/stage15_6bi_complementary_products.json	{	"audit_verdict":"PASS",	SR-STR-016:1, SR-STR-217:1
SRC-7BD9DF9108C8	stages/stage15/evidence/stage15_6bj_equal_hypotenuse_audit.json	{	"audit_verdict":"BLOCK",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-7C8388ABA1EE	stages/stage15/evidence/stage15_6bk_joint_core_endpoint.json	{	"audit_verdict":"BLOCK",	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-30B11739EF10	stages/stage15/evidence/stage15_6bl_joint_rootline.json	{"stage":"Stage15-6bl","verdict":"PASS","q":"k_S*k_O","joint_index":"q^2","outer_rootline":true,"inner_rootline":true,"ar028_double_charge":false,"global_sum_proved":false}	{"stage":"Stage15-6bl","verdict":"PASS","q":"k_S*k_O","joint_index":"q^2","outer_rootline":true,"inner_rootline":true,"ar028_double_charge":false,"global_sum_proved":false}	SR-STR-016:1, SR-STR-217:1
SRC-E4E0CDA2F505	stages/stage15/evidence/stage15_6bm_toric_congruence.json	{"stage":"Stage15-6bm","verdict":"PASS","space":"split toric dense orbit physical chamber","height":"exact anticanonical R","finite_condition":"two-coordinate clopen congruence neighbourhood","fixed_q_density":"q^(-2+o(1))","uniform_moving_q":false}	{"stage":"Stage15-6bm","verdict":"PASS","space":"split toric dense orbit physical chamber","height":"exact anticanonical R","finite_condition":"two-coordinate clopen congruence neighbourhood","fixed_q_density":"q^(-2+o(1))","uniform_moving_q":false}	SR-STR-216:11, SR-STR-057:7, SR-STR-062:7, SR-STR-156:7, SR-STR-223:7
SRC-2873B5102F04	stages/stage15/evidence/stage15_6bn_huang_audit.json	{"stage":"Stage15-6bn","verdict":"BLOCK","source":"Huang arXiv:2111.01509v3","theorem_species_match":true,"effective_fixed_neighbourhood":true,"required_q_window_certified":false,"power_saving_promoted":false}	{"stage":"Stage15-6bn","verdict":"BLOCK","source":"Huang arXiv:2111.01509v3","theorem_species_match":true,"effective_fixed_neighbourhood":true,"required_q_window_certified":false,"power_saving_promoted":false}	SR-STR-102:2, SR-STR-016:1, SR-STR-075:1, SR-STR-196:1, SR-STR-217:1
SRC-9746BE61EE63	stages/stage15/evidence/stage15_6bo_hybrid_gate.json	{"stage":"Stage15-6bo","verdict":"NEW_GATE","low":"B^(5/8+o(1))*Q^(1/2)","required_high":"B^(1+o(1))/Q","balance":"Q=B^(1/4)","conditional_exponent":"3/4","unconditional_3_4":false,"half_power":false}	{"stage":"Stage15-6bo","verdict":"NEW_GATE","low":"B^(5/8+o(1))*Q^(1/2)","required_high":"B^(1+o(1))/Q","balance":"Q=B^(1/4)","conditional_exponent":"3/4","unconditional_3_4":false,"half_power":false}	SR-STR-016:1, SR-STR-217:1
SRC-D2DE655FF6AB	stages/stage15/evidence/stage15_6bp_huang_window.json	{"stage":"Stage15-6bp","verdict":"BLOCK","picard_rank":6,"dimension":2,"neighbourhood_exponent":10,"polynomial_q_window":false}	{"stage":"Stage15-6bp","verdict":"BLOCK","picard_rank":6,"dimension":2,"neighbourhood_exponent":10,"polynomial_q_window":false}	SR-STR-016:1, SR-STR-017:1, SR-STR-147:1, SR-STR-159:1, SR-STR-196:1
SRC-4FDD77111076	stages/stage15/evidence/stage15_6bq_huang_level.json	{"stage":"Stage15-6bq","verdict":"PASS","max_direct_level":"log(B)^(1/24-o(1))","fixed_power_level":false}	{"stage":"Stage15-6bq","verdict":"PASS","max_direct_level":"log(B)^(1/24-o(1))","fixed_power_level":false}	SR-STR-102:3, SR-STR-141:3, SR-STR-143:3, SR-STR-148:3, SR-STR-149:3
SRC-0C1C87027EC2	stages/stage15/evidence/stage15_6br_geometric_sieve.json	{"stage":"Stage15-6br","verdict":"BLOCK","species_match":true,"fixed_power_saving":false,"smooth_large_core_open":true}	{"stage":"Stage15-6br","verdict":"BLOCK","species_match":true,"fixed_power_saving":false,"smooth_large_core_open":true}	SR-STR-016:1, SR-STR-196:1, SR-STR-217:1
SRC-9815A5E0756D	stages/stage15/evidence/stage15_6bs_multiplicative_sieve_gate.json	{"stage":"Stage15-6bs","verdict":"NEW_GATE","fixed_q_density":"q^-2","target":"sum_{q>Q} N_q(B) << B^(1+o(1))/Q"}	{"stage":"Stage15-6bs","verdict":"NEW_GATE","fixed_q_density":"q^-2","target":"sum_{q>Q} N_q(B) << B^(1+o(1))/Q"}	SR-STR-102:3, SR-STR-024:2, SR-STR-025:2, SR-STR-140:2, SR-STR-190:2
