sid	path	kind	role	preview	top_cards	neighbors
SRC-98F9ED69DEEE	stages/stage13/data/13-7/hecke_first_harmonic_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{"metadata":{"stage":"13-7f","scope":"exact Hecke/Euler-product identification plus finite summatory diagnostic; no directional shell asymptotic theorem","summatory_bound":5000000},"exact_identification":{"angular_character":"xi_k(a)=exp(i*k*arg(a)) on odd Gaussian ideals; use k=8*l","dirichlet_series":"sum_n H_l(n)n^{-s} = zeta(s)*L(s,xi_{8l})/[zeta(2s)*(1-2^{-2s})]","l0":"H_0=G; the series has a double pole at s=1 with leading coefficient 1/pi","l_ge_1":"xi_{8l} is nontrivial; the series has a simple pole at s=1 with residue rho_l=8*L(1,xi_{8l})/pi^2","selberg_delange_consequence":"Using the same published Selberg-Delange level admitted in Stage12: sum_{n<=X}G(n)~X log X/pi and sum_{n<=X}H_l(n)~rho_l X for fixed l>=1."},"normalization_recovery":{"identity":"1/(G(p)-1)=sum_{j>=1}G(p)^{-j} on the face-support G(p)>=3","relative_tail_after_J":"exactly G(p)^{-J}, hence <=3^{-J} shellwise","meaning":"the nonmultiplicative G-neutral denominator becomes a uniformly convergent sum of fixed-j multiplicative local channels after the prime-local numerator is split into U_F-delta_{g=1}."},"outer_scale_parameterization":{"primitive_base":"u>v, gcd(u,v)=1, u-v odd, scale k=gcd(p,z)","OE":"p=k(u^2-v^2), z=2kuv","EE":"p=2kuv, z=k(u^2-v^2)","surviving_scale_support":"k is odd; any q=3 mod 4 dividing k kills the primitive transformed numerator, so effective k is supported on q=1 mod 4"},"valid	SR-STR-227:3.28:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-197:3.25:Four-root rank-one difference-kernel lattice and dual-switch residue lock; SR-STR-148:2.99:One-face conditioning logarithmically enhances space-diagonal survival over the ambient space baseline; SR-STR-195:2.83:Squarefree j=1728 twist compression of the joint physical squareclasses; SR-STR-145:2.81:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density; SR-STR-200:2.79:Primitive common-core Gaussian root-line spacing and dual Cayley orientation compression	
SRC-9D365532EAD1	stages/stage13/data/13-7/hecke_shell_channels_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{"metadata":{"stage":"13-7f","title":"Primitive first-harmonic shell decomposition and normalization-channel scaling through B=5,000,000","scope":"complete finite G-neutral shell diagnostic; exact mode/channel identities, no directional asymptotic limit theorem"},"exact_identities":{"mode_decomposition":"direct_gap = zero_mode + first_harmonic + higher_harmonics (Fejer/Fourier value; audited boundary hits are zero)","first_harmonic_shell":"D1(p,z)=a1(z/p)*T_H1(p,gcd(p,z))/(G(p)-1)","denominator_series":"1/(G-1)=sum_{j>=1}G^{-j}","channel_j":"D1_j(p,z)=a1(z/p)*T_H1(p,gcd(p,z))*G(p)^{-j}","relative_shell_tail_after_J":"G(p)^{-J} <= 3^{-J} on face support"},"diagnostics":{"triples":11184006,"face_pairs":8466903},"rows":[{"B":100000,"ALL":{"direct":23.576240003351,"zero_mode":2762.8405648084,"first_harmonic":-2587.18507727492,"higher_harmonics":-152.079247530127,"preprimitive_first_harmonic":-25162.0493512922,"primitive_first_harmonic_correction":22574.8642740173,"normalization_channels":[-1853.19188495809,-504.024049583988,-155.149007135406,-50.1292120523731,-16.4974779923061,-5.46823488618326,-1.81783541014615,-0.605104794240595],"tail_after_8":-0.302270462188995,"shells":251569,"glued":721980,"boundary":0},"OE":{"direct":-254.282289702238,"zero_mode":1033.7010253297,"first_harmonic":-1170.65453361799,"higher_harmonics":-117.328781413944,"preprimitive_first_harmonic":-6246.219317	SR-STR-001:1.88:Primitive canonical cuboid population convention; SR-STR-154:1.86:Exact matched M2-to-N2 finite census through one million; SR-STR-227:1.64:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-152:1.52:Already-space pair-overlap thinning for the second-face transition; SR-STR-076:1.51:Matched finite M2-M3 completion panel; SR-STR-143:1.50:Exactly-two-face ambient asymptotic and cubic-host thinning law	
SRC-A86758B23E0E	stages/stage13/data/13-7/individual_category_asymptotic_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "common_arithmetic_factor": { | "C_odd_at_111": 0.78987992030628, | "K_star": 0.30463452850808337, | "c_h": 0.25711463280811914, | "formula": "K_star=(3/2)*c_h*C_odd(1,1,1)", | "prime_product_cutoff_for_numeric_diagnostic": 1000000, | "reason_category_independent": "For j=1 zero mode the h,r,s multiplicative coefficient and parity/radial ledger are identical for ab, ac, bc; the category enters only through k_q(t)." | }, | "exact_category_zero_kernels": { | "0<t<1/sqrt(2)": { | "ab": "0", | "ac": "4 asin(t)/pi", | "bc": "1-4 asin(t)/pi" | }, | "1/sqrt(2)<t<1": { | "ab": "1-4 acos(t)/pi", | "ac": "4 acos(t)/pi", | "bc": "0" | }, | "partition": "k_ab(t)+k_ac(t)+k_bc(t)=1 pointwise", | "t>1": { | "ab": "1", | "ac": "0", | "bc": "0" | } | }, | "individual_leading_constants": { | "ab": { | "formula": "K_ab=K_star*J_ab", | "numeric_truncation": 0.1279408373737631, | "theorem": "G_ab(B) ~ K_ab B(log B)^(1/3)" | }, | "ac": { | "formula": "K_ac=K_star*J_ac", | "numeric_truncation": 0.05870448947578533, | "theorem": "G_ac(B) ~ K_ac B(log B)^(1/3)" | }, | "bc": { | "formula": "K_bc=K_star*J_bc", | "numeric_truncation": 0.05261407234814782, | "theorem": "G_bc(B) ~ K_bc B(log B)^(1/3)" | } | }, | "metadata": { | "scope": "individual pure-G category asymptotics and normalized pure-G limit; raw/shell/exact-one reweighting is not included", | "stage": "13-7j" | }, | "normalized_limit": { | 	SR-STR-227:2.52:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-156:2.02:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-077:2.00:Explicit one-parameter Saunderson coefficient floor; SR-STR-150:1.90:Global mod-8 exclusion of the consecutive-parameter AR-039 Stage19 slice; SR-STR-005:1.88:No-space one-face to two-face transition asymptotic; SR-STR-149:1.88:Geometric b-invariant explanation of the Stage22 log-four second-face enhancement	
SRC-0A5CD8ACAD9E	stages/stage13/data/13-7/mechanism_scaling_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-7b", | "title": "Mechanism-resolved scaling of the Stage13 deviation through B=1,000,000", | "bounds": [100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000], | "scope": "complete finite raw-incidence mechanism diagnostic; no asymptotic limit claim" | }, | "definitions": { | "r_raw": "raw ac/bc ratio", | "r_G": "G-neutral ac/bc ratio after weight 1/R_all(p)", | "F_prim": "r_shell_neutral/r_G; primitive-support correction", | "F_shell": "r_raw/r_shell_neutral; restoration of supported-shell richness", | "exact_identity": "r_raw = r_G * F_prim * F_shell at each finite cutoff", | "warning": "The factor chain is a finite reweighting identity; it is not a proved asymptotic Euler-factor decomposition." | }, | "validation": { | "raw_100k_lock": [84212,43236,40760], | "raw_1m_lock_from_stage13_7a": [1237105,636722,589898], | "matched": true, | "enumeration_diagnostics": { | "integer_pythagorean_triples": 1980642, | "indexed_face_pairs": 1464453, | "supported_outer_shells": 692587, | "glued_records_before_primitive_strict_order_filters": 12419089, | "primitive_raw_incidences": 2463725 | } | }, | "cumulative": [ | {"B":100000,"raw_ratio_bc":{"ab":2.066045142296369,"ac":1.0607458292443572,"bc":1.0},"raw_alpha":0.0006420622086940053,"raw_beta":0.00735993531817751,"G_neutral_ratio_bc":{"ab":2.3448861351889287,"ac":1.00202092242947,"bc":1.0}	SR-STR-227:1.89:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-154:1.86:Exact matched M2-to-N2 finite census through one million; SR-STR-149:1.75:Geometric b-invariant explanation of the Stage22 log-four second-face enhancement; SR-STR-208:1.59:Canonical three-divisor allocation and opposite-reciprocal Gaussian norm root selector; SR-STR-196:1.59:Quantifier-safe shared-label min envelope and transverse difference-kernel localization; SR-STR-140:1.56:Uniform high-occupancy physical-mass deficit gate on the MAIN wall slab	
SRC-45EC9658059E	stages/stage13/data/13-7/normalized_pure_g_limit_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "asymptotic_scale": { | "K_ab": 0.1279408373737631, | "K_ac": 0.05870448947578533, | "K_bc": 0.05261407234814782, | "K_gap_ac_minus_bc_refined": 0.006090417127637512, | "K_gap_stage13_7i_200k_simpson": 0.006090416882324138, | "K_total": 0.23925939919769626, | "common_scale": "B(log B)^(1/3)" | }, | "finite_scaling_comparison": [ | { | "B": 1000000, | "error_to_limit": { | "ab_ratio": -0.05542082258779102, | "ac_ratio": -0.08533030709608136, | "alpha": 0.004503154209975387, | "beta": -0.00927537965119996 | }, | "finite_alpha": 0.0392400874413742, | "finite_bc_normalized_ratio": { | "ab": 2.3762639275904, | "ac": 1.0304261218558, | "bc": 1.0 | }, | "finite_beta": 0.00345226479675149 | }, | { | "B": 2000000, | "error_to_limit": { | "ab_ratio": -0.052614758966290864, | "ac_ratio": -0.08005507383709132, | "alpha": 0.004151676071415485, | "beta": -0.0086842464648948 | }, | "finite_alpha": 0.0388886093028143, | "finite_bc_normalized_ratio": { | "ab": 2.3790699912119, | "ac": 1.03570135511479, | "bc": 1.0 | }, | "finite_beta": 0.00404339798305665 | }, | { | "B": 5000000, | "error_to_limit": { | "ab_ratio": -0.042864998041330704, | "ac_ratio": -0.07341307856059132, | "alpha": 0.004358490896398087, | "beta": -0.00794973970696649 | }, | "finite_alpha": 0.0390954241277969, | "finite_bc_normalized_ratio": { | "ab": 2.38881975213686, | "ac": 1.04234335039129, | "bc": 1.0 | }, | "finite_b	SR-STR-227:1.13:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-018:0.92:Matched face-space population cross-ratio invariant; SR-STR-216:0.87:Explicit Peyre-Tamagawa constant for the primitive exactly-two two-face ambient height; SR-STR-033:0.85:Mod-7 two-parameter exactly-one-face family; SR-STR-005:0.83:No-space one-face to two-face transition asymptotic; SR-STR-143:0.83:Exactly-two-face ambient asymptotic and cubic-host thinning law	
SRC-13BCB436DDC5	stages/stage13/data/13-7/overlap_face_cuboid_reduction_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "scope": "exact reduction of the exactly-one correction to a scalar primitive face-cuboid height count; no overlap asymptotic is proved", | "stage": "13-7jc" | }, | "exact_inclusion_exclusion": { | "category_identities": { | "N_ab": "A_ab-O_ab_ac-O_ab_bc+T", | "N_ac": "A_ac-O_ab_ac-O_ac_bc+T", | "N_bc": "A_bc-O_ab_bc-O_ac_bc+T" | }, | "notation": { | "O_ab_ac": "primitive canonical cuboids with ab and ac face diagonals integral", | "O_ab_bc": "primitive canonical cuboids with ab and bc face diagonals integral", | "O_ac_bc": "primitive canonical cuboids with ac and bc face diagonals integral", | "T": "primitive canonical cuboids with all three face diagonals integral (perfect-cuboid overlap locus)" | }, | "total_identity": "N1=A_total-2*(O_ab_ac+O_ab_bc+O_ac_bc)+3*T" | }, | "single_scalar_reduction": { | "F_definition": "number of primitive canonical integer face cuboids with d<=B, i.e. integer edges and space diagonal and at least two integral face diagonals", | "O_definition": "O=O_ab_ac+O_ab_bc+O_ac_bc", | "histogram_identity": "if E2=exactly-two count and E3=triple count, then F=E2+E3 and O=E2+3E3", | "sandwich": "F(B) <= O(B) <= 3 F(B)", | "sufficient_bound": "F(B)=o(B(log B)^3)", | "consequence": "the sufficient bound implies every overlap correction is o(B(log B)^3), hence N_q(B)~A_q(B) categorywise", | "triple_note": "No separate bound for T is needed	SR-STR-143:3.33:Exactly-two-face ambient asymptotic and cubic-host thinning law; SR-STR-227:3.28:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-142:3.24:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-005:2.92:No-space one-face to two-face transition asymptotic; SR-STR-039:2.86:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-226:2.77:Primitive oriented integral-space one-face incidence asymptotic	
SRC-6AA31644717D	stages/stage13/data/13-7/overlap_face_cuboid_scaling_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-7jc", | "scope": "finite complete overlap diagnostic only" | }, | "diagnostics": { | "bound": 5000000, | "integer_pythagorean_triples": 11184006, | "glued_records": 86383449, | "primitive_raw_incidences": 15575256, | "stored_face_cuboids": 531 | }, | "rows": [ | { | "B": 100000, | "overlap": {"ab_ac": 33, "ab_bc": 33, "ac_bc": 23, "three_face": 0}, | "pair_overlap_sum": 89, | "face_cuboid_count": 89, | "raw_incidence_total": 168208, | "face_cuboid_over_raw": 0.0005291068201274613, | "pair_sum_over_sqrt_B": 0.28144271175498575, | "pair_sum_over_B_logB_cubed": 5.832206969500101e-07 | }, | { | "B": 200000, | "overlap": {"ab_ac": 42, "ab_bc": 50, "ac_bc": 24, "three_face": 0}, | "pair_overlap_sum": 116, | "face_cuboid_count": 116, | "raw_incidence_total": 380103, | "face_cuboid_over_raw": 0.00030518043793392844, | "pair_sum_over_sqrt_B": 0.2593838853899756, | "pair_sum_over_B_logB_cubed": 3.1893350262532595e-07 | }, | { | "B": 500000, | "overlap": {"ab_ac": 70, "ab_bc": 78, "ac_bc": 40, "three_face": 0}, | "pair_overlap_sum": 188, | "face_cuboid_count": 188, | "raw_incidence_total": 1105560, | "face_cuboid_over_raw": 0.0001700495676399291, | "pair_sum_over_sqrt_B": 0.26587214972614187, | "pair_sum_over_B_logB_cubed": 1.66399365299321e-07 | }, | { | "B": 1000000, | "overlap": {"ab_ac": 98, "ab_bc": 101, "ac_bc": 56, "three_face": 0}, | "pair_overlap_	SR-STR-154:1.29:Exact matched M2-to-N2 finite census through one million; SR-STR-051:0.83:Polynomially bounded divisor and finite-fiber adapter; SR-STR-156:0.81:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-146:0.77:Current certified Euler-cuboid global envelope with unresolved true exponent; SR-STR-227:0.76:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-066:0.76:Reduced tau height bound and height-only support no-go	
SRC-F012D9969FDC	stages/stage13/data/13-7/pair_overlap_local_sieve_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "finite_checks": { | "failures": 0, | "inert_primes_below_80": 12, | "rows": [ | {"p": 3, "circle_points": 4, "hyperbola_points": 2, "normalized_total": 8, "normalized_accepted": 8, "normalized_character_sum": 4, "primitive_affine_total": 20, "primitive_affine_accepted": 20, "primitive_affine_acceptance": 1.0, "exact_formula_acceptance": 1.0, "below_two_thirds": false, "pass": true}, | {"p": 7, "circle_points": 8, "hyperbola_points": 6, "normalized_total": 48, "normalized_accepted": 32, "normalized_character_sum": 12, "primitive_affine_total": 300, "primitive_affine_accepted": 204, "primitive_affine_acceptance": 0.68, "exact_formula_acceptance": 0.68, "below_two_thirds": false, "pass": true}, | {"p": 11, "circle_points": 12, "hyperbola_points": 10, "normalized_total": 120, "normalized_accepted": 72, "normalized_character_sum": 20, "primitive_affine_total": 1220, "primitive_affine_accepted": 740, "primitive_affine_acceptance": 0.6065573770491803, "exact_formula_acceptance": 0.6065573770491803, "below_two_thirds": true, "pass": true}, | {"p": 19, "circle_points": 20, "hyperbola_points": 18, "normalized_total": 360, "normalized_accepted": 200, "normalized_character_sum": 36, "primitive_affine_total": 6516, "primitive_affine_accepted": 3636, "primitive_affine_acceptance": 0.5580110497237569, "exact_formula_acceptance": 0.5580110497237569, "below_two_thirds": true, "pass": true}	SR-STR-077:1.20:Explicit one-parameter Saunderson coefficient floor; SR-STR-183:1.03:Exact eight-state Q2 Kummer covering image; SR-STR-158:0.95:Explicit nonsplit degree-two R504 rank-jump construction; SR-STR-195:0.81:Squarefree j=1728 twist compression of the joint physical squareclasses; SR-STR-217:0.75:Collective fixed-degree stratum proliferation reverse-count budget; SR-STR-145:0.73:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density	
SRC-028AF5535B30	stages/stage13/data/13-7/parity_g_scaling_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{"metadata":{"stage":"13-7c","title":"Five-million parity-resolved pure-G scaling and secondary-term diagnostic","B_max":5000000,"scope":"complete finite enumeration through B=5,000,000; no limiting directional theorem"},"method":{"primary":"flat hypotenuse-face index plus streamed outer Pythagorean triples; complete primitive canonical raw incidence and exact-one classification","mechanism_weights":"G-neutral weight 1/R_all(p); shell-neutral weight 1/R_prim(S); OE/EE tracked separately","cutoffs":[1000000,1500000,2000000,2500000,3000000,3500000,4000000,4500000,5000000],"independent_verification":"five disjoint p-blocks of width 1,000,000, with independent face maps and streamed outer join"},"validation":{"B_1m_matches_stage13_7a_7b":{"raw":[1237105,636722,589898],"exact_one":[1236906,636568,589741],"matched":true},"B_5m_primary":{"raw":[7846692,4019291,3709273],"exact_one":[7846274,4018971,3708949],"G_neutral_ac_bc":1.04234335039129,"G_OE_ac_bc":1.00826172852948,"G_EE_ac_bc":1.07404869452378},"B_5m_independent_block_join":{"raw":[7846692,4019291,3709273],"exact_one":[7846274,4018971,3708949],"G_neutral_ac_bc":1.04234335039129,"G_OE_ac_bc":1.00826172852948,"G_EE_ac_bc":1.07404869452378,"matched":true},"enumeration_diagnostics":{"triples":11184006,"faceN":8466903,"glued":86383449,"prim":15575256,"shells":3721309}},"rows":[{"B":1000000,"cumulative":{"raw":{"counts":{"ab":1237105,	SR-STR-154:2.43:Exact matched M2-to-N2 finite census through one million; SR-STR-076:2.08:Matched finite M2-M3 completion panel; SR-STR-037:1.67:Exact two-face gluing with multiplicity one; SR-STR-227:1.64:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-014:1.63:Stage14 exact finite census and regression oracle; SR-STR-142:1.62:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance	
SRC-A515D3078027	stages/stage13/data/13-7/primitive_support_finite_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-7ja", | "scope": "finite diagnostics only; theorem inputs come from primitive_support_scale_report.json", | "source": "Stage13-7d complete analytic_reduction_scaling_report.json" | }, | "targets": { | "m1_total_constant": 0.3183098861837907, | "primitive_G_total_constant": 0.23925939919769626, | "scaled_survival_constant": 0.7516555708217902, | "directional_ratio_bc": { | "ab": 2.431684750178191, | "ac": 1.1157564289518813, | "bc": 1.0 | } | }, | "rows": [ | { | "B": 100000, | "m1_total": 251568.99999999988, | "primitive_G_total": 50711.3596088001, | "m1_total_over_B_logB": 0.2185100570358382, | "target_1_over_pi": 0.3183098861837907, | "primitive_total_over_B_logB_one_third": 0.22458290238358852, | "target_K_total": 0.23925939919769626, | "effective_survival": 0.20158032034471704, | "scaled_survival": 1.0277920633499915, | "target_Lambda": 0.7516555708217902, | "m1_ratio_bc": {"ab": 2.194530743927619, "ac": 0.9046344036901445, "bc": 1.0}, | "primitive_ratio_bc": {"ab": 2.3448861351889274, "ac": 1.002020922429472, "bc": 1.0}, | "limit_ratio_bc": {"ab": 2.431684750178191, "ac": 1.1157564289518813, "bc": 1.0}, | "m1_ac_minus_bc_gap": -5852.6619040992955, | "geom_ac_minus_bc_gap": 20120.47949992099, | "inner_angular_discrepancy_gap": -25973.1414040202, | "primitive_correction_gap": 5876.23814410264 | }, | { | "B": 500000, | "m1_total": 1522969.0, |	SR-STR-039:1.02:Stage14 integral-space exactly-two half-power upper theorem; SR-STR-227:1.01:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-012:0.98:Uniform elliptic finite-fiber degree bridge; SR-STR-157:0.88:Complete rational degree-two base-change descent with split/nonsplit commuting-lift loci; SR-STR-033:0.85:Mod-7 two-parameter exactly-one-face family; SR-STR-051:0.83:Polynomially bounded divisor and finite-fiber adapter	
SRC-1001172D1E29	stages/stage13/data/13-7/primitive_support_scale_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-7ja", | "scope": "primitive-support main-scale effect: pre-primitive m1 -> primitive pure-G" | }, | "definitions": { | "M_q": "pre-primitive G-neutral/m1 category mass before gcd(x,y,z)=1", | "G_q": "primitive pure-G category mass from Stage13-7j", | "shellwise_support_factor": "R_prim(p,z)/R_all(p), R_prim=sum_{m|gcd(p,z)} mu(m) R_all(p/m)" | }, | "preprimitive_outer_shell_count": { | "primitive_oriented_sector_count": "P_f(X)=(2/pi^2)*(int_0^(pi/2) f(psi)dpsi)*X + lower order", | "all_dilates": "S_f(B)=(2/pi^2)*(int f)*B log B + O_f(B) before face-support exclusion", | "face_support_exclusion": "G(p)=1 iff p has no q=1 mod 4 prime. The no-split semigroup has count O(X/sqrt(log X)), hence excluded shells O(B sqrt(log B))." | }, | "inner_angle_remainder": { | "decomposition": "zero kernel k_q(t) plus centered Gaussian harmonics (H_l(p)-1)/(G(p)-1)", | "bound": "The Stage13-7i/j finite Vaaler truncation and nontrivial Gaussian-Hecke input give o(B log B), which is all 7ja requires.", | "role": "only the zero angular mode contributes to the B log B main term" | }, | "preprimitive_asymptotic": { | "ab": { | "constant": 0.17021205235515585, | "formula": "C_ab=8 I_ab/pi^3", | "theorem": "M_ab(B) ~ C_ab B log B" | }, | "ac": { | "constant": 0.0781002519699326, | "formula": "C_ac=8 I_ac/pi^3", | "theorem": "M_ac(B) ~ C_ac B log B" | }, | "bc": { | "con	SR-STR-227:3.15:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-152:2.59:Already-space pair-overlap thinning for the second-face transition; SR-STR-156:2.56:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-142:2.51:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-186:2.44:Balanced inert-prime quartic square-sieve dispatch; SR-STR-145:2.44:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density	
SRC-DC70C3EC3D25	stages/stage13/data/13-7/rectangle_region_budget_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "archimedean_diagnostic_for_7i": { | "integral": "int_{pi/4}^{3pi/8} k0((s^2-r^2)/(2rs)) dphi", | "numeric_value": 0.019992536342322505, | "sign": "positive", | "status": "diagnostic only in 7h; the arithmetic local-density constant and full radial beta integral are not multiplied out here" | }, | "fixed_wedge": { | "consequence": "The fixed directional wedge multiplier has bounded variation, so it costs only a fixed factor in boxwise partial summation; the square-root derivative at t=1 does not create infinite total variation.", | "k0_sup_norm": 1.0, | "k0_total_variation": 3.0, | "lambda_break_t_1_over_sqrt2": 1.9318516525781364, | "lambda_support_end_t_1": 2.414213562373095, | "reason": "k0 rises monotonically from -1 to +1, then falls monotonically from +1 to 0." | }, | "hierarchy": { | "interpretation": "The exponent ledger isolates j=1 zero bulk as the only fixed channel with a positive log exponent. Turning this hierarchy into a theorem for the curved wedge is Stage13-7i, not asserted here.", | "j1_minimal_scale_harmonic": "O(B(log B)^(-2/3)) at the rectangle-singularity level", | "j1_minimal_scale_zero": "O(B)", | "j2_zero_bulk": "B(log B)^(-5/9)", | "largest_fixed_channel_candidate": "j=1 zero bulk with B(log B)^(1/3)", | "nonzero_bulk_harmonics": "The pure h factor has Selberg-Delange z=0 and arbitrary fixed log-power cancellation on the retained h-core; no compet	SR-STR-151:2.97:Exact-height Kummer-to-Jacobi receiver with moving-transverse-family dispersion gate; SR-STR-156:2.97:Yoshida face-cuboid generic-rank-zero and explicit-orbit height-sparsity gate; SR-STR-227:2.90:Canonical exactly-one directional chamber asymptotic and non-2:1:1 limit law; SR-STR-148:2.89:One-face conditioning logarithmically enhances space-diagonal survival over the ambient space baseline; SR-STR-145:2.81:Paired Gaussian-norm squareclass parity sieve for Stage19 zero density; SR-STR-217:2.75:Collective fixed-degree stratum proliferation reverse-count budget	
SRC-1AF43FB1AFD8	stages/stage13/data/13-7/stage12_region_bridge_report.json	COMPUTATIONAL_REPORT	COMPUTATIONAL_EVIDENCE	{ | "metadata": { | "stage": "13-7g", | "scope": "complete finite Stage12-coordinate bridge validation at B=100000 and B=5000000; no directional asymptotic theorem" | }, | "B100000": { | "B": 100000, | "triples": 161436, | "face_pairs": 114847, | "glued": 721980, | "surviving_shells": 60989, | "mapping_mismatches": 0, | "boundary_hits": 0, | "ALL_all": {"direct": 23.576240003351, "zero": 2762.8405648084, "h1": -2587.18507727492, "higher": -152.079247530127, "shells": 60989}, | "ALL_k1": {"direct": -1368.54349864967, "zero": 614.330753241837, "h1": -1869.02992617323, "higher": -113.844325718278, "shells": 25053}, | "ALL_kgt1": {"direct": 1392.11973865302, "zero": 2148.50981156656, "h1": -718.155151101695, "higher": -38.2349218118493, "shells": 35936}, | "OE_all": {"direct": -254.282289702238, "zero": 1033.7010253297, "h1": -1170.65453361799, "higher": -117.328781413944, "shells": 30957}, | "OE_k1": {"direct": -619.116659802239, "zero": 322.204515923013, "h1": -843.535095495056, "higher": -97.7860802301963, "shells": 12989}, | "OE_kgt1": {"direct": 364.834370100001, "zero": 711.496509406688, "h1": -327.119438122939, "higher": -19.5427011837478, "shells": 17968}, | "EE_all": {"direct": 277.858529705589, "zero": 1729.1395394787, "h1": -1416.53054365693, "higher": -34.7504661161828, "shells": 30032}, | "EE_k1": {"direct": -749.426838847427, "zero": 292.126237318824, "h1": -1025.4948	SR-STR-154:1.00:Exact matched M2-to-N2 finite census through one million; SR-STR-012:0.98:Uniform elliptic finite-fiber degree bridge; SR-STR-226:0.97:Primitive oriented integral-space one-face incidence asymptotic; SR-STR-076:0.94:Matched finite M2-M3 completion panel; SR-STR-142:0.88:Ambient integral-space-diagonal cuboid asymptotic and zero-face dominance; SR-STR-143:0.83:Exactly-two-face ambient asymptotic and cubic-host thinning law	
