11	SRC-6803C9067C02	14-t32	SR-STR-165	SR-STR-165	stages/stage14/data/14-t32/split_torus_norm_sieve.json	stage=14-t32 | decision={"ANGULAR_COMPLETE_CORRELATION_CLOSED":true,"A_11_POWER_SAVING_PROVED":false,"FIXED_ELL_UNSIEVED_NORM_MASS":"B/ell*B^o(1)","GAUSSIAN_HECKE_LARGE_SIEVE_TRANSFER_PROVED":false,"INERT_AUXILIARY_NORM_CIRCLE_RESONANCE_EXISTS":true,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t33 convert the split-torus character into a quadratic Hecke-family symbol over Q(i) and prove a large-sieve bound for the divisor
12	SRC-90191C0B25B3	14-t33	SR-STR-165	SR-STR-165	stages/stage14/data/14-t33/hecke_mellin_transfer_boundary.json	stage=14-t33 | decision={"ALL_CHARACTER_MELLIN_HECKE_SIEVE_OBJECT_DEFINED":true,"A_11_POWER_SAVING_PROVED":false,"GOLDMAKHER_LOUVEL_QUADRATIC_LARGE_SIEVE_DIRECTLY_SUFFICIENT":false,"HIGHER_ORDER_MELLIN_MODES_REQUIRED":true,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"MU4_MELLIN_SUPPORT_RESTRICTION":true,"NEXT":"Stage14-t34 build the all-character Mellin/Hecke large-sieve inequality over split Gaussian primes, using mu_4-invariant spectr
13	SRC-D1130A41654A	14-t34	SR-STR-165	SR-STR-165	stages/stage14/data/14-t34/all_character_gaussian_large_sieve.json	stage=14-t34 | decision={"ALL_CHARACTER_GAUSSIAN_MULTIPLICATIVE_LARGE_SIEVE":true,"ALL_CHARACTER_GAUSS_TRANSFORM_EXACT":true,"A_11_POWER_SAVING_PROVED":false,"HIGHER_ORDER_MELLIN_MODES_LARGE_SIEVE_OBSTRUCTION":false,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"MELLIN_PACKET_L2_ENERGY_BOUNDED":true,"MU4_SUBFAMILY_FIXED_INDEX":true,"NAIVE_TWO_VARIABLE_TENSORIZATION_BOUND":"(M+L^2)(N+L^2)","NEXT":"Stage14-t35 prove a same-modulus dispersio
14	SRC-C88F4AC3054F	14-t35	SR-STR-165	SR-STR-165	stages/stage14/data/14-t35/same_modulus_dispersion.json	stage=14-t35 | decision={"A_11_POWER_SAVING_PROVED":false,"GENERIC_PACKET_CAUCHY_BOUND":"(M^2+N)*B^o(1)","GENERIC_PACKET_CAUCHY_CLOSES_NORM_HYPERBOLA":false,"INVISIBLE_BRANCH_POWER_SAVING_PROVED":false,"JOINT_COVER_CONDITIONED_SMOOTH_POWER_SAVING_PROVED":false,"L_GT_8M_FORCES_U_UNIT_ORBIT":true,"NEXT":"Stage14-t36 prove signed auxiliary-trace cancellation inside fixed-U fibers (V norm k*delta, k|epsilon*m), using the same-modulus injection to avoid reintroducing the U-dimension loss","NORM_INDEX
15	SRC-8FE5A0DF5C58	14-t36	SR-STR-164,SR-STR-219	SR-STR-164,SR-STR-219	stages/stage14/data/14-t36/fixed_direction_squareclass_energy.json	stage=14-t36 | decision={"A_11_POWER_SAVING_PROVED":false,"COLLISION_CURVE_FULL_RATIONAL_2_TORSION":true,"FIXED_DIRECTION_SQUARECLASS_COLLISION_CURVE_GENUS_ONE":true,"FIXED_DIRECTION_SQUARECLASS_ENERGY":"J*B^o(1)","FIXED_DIRECTION_TARGET_FIBER_BOUND":"sqrt(J)*B^o(1)","FIXED_ELL_SHELL_ACTIVE_DIRECTION_BOUND":"sqrt(M*N)*B^o(1)","LONG_FIBER_POWER_SAVING_PROVED":true,"NEXT":"Stage14-t37 attack the short-fiber endpoint M~N=B/ell, where delta is O(1), by classifying the finitely many small-denominator
16	SRC-C369536EB73A	14-t37	SR-STR-165,SR-STR-222	SR-STR-165,SR-STR-222	stages/stage14/data/14-t37/common_core_fixed_ell_saving.json	stage=14-t37 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"COMMON_CORE_SQUARECLASS_FACTORIZATION":true,"DELTA_H_COMMON_CORE_IDENTITY":true,"EQUAL_NORM_GAUSSIAN_ORIENTATION_DECOMPOSITION":true,"FIXED_ELL_NORM_INDEX_POWER_SAVING_PROVED":true,"FIXED_ELL_SHELL_COMBINED_BOUND":"N*min(sqrt(M/N),M^(-1/4))*B^o(1)","FIXED_ELL_SHELL_UNIFORM_BOUND":"N^(5/6)*B^o(1)","LARGE_H_REVERSE_BOUND":"N/sqrt(H)*B^o(1)","NEXT":"Stage14-t38 average the common-core Gaussian
17	SRC-BBFCC16E562B	14-t38	SR-STR-162,SR-STR-222	SR-STR-162,SR-STR-222	stages/stage14/data/14-t38/moving_prime_elliptic_packets.json	stage=14-t38 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CLASSICAL_QI_GAUSSIAN_SPIN_THEOREM_IDENTIFIED":true,"CRITICAL_SQRT_ELL_STRIP_REMAINS":true,"GENERAL_DEGREE_GE3_SPIN_THEOREM_NEEDED":false,"GLOBAL_SUPER_SQRT_PACKET_BOUND":"B^(1/2+o(1))","LARGE_ELL_AWAY_FROM_SQRT_POWER_SAVING_PROVED":true,"MOVING_PRIME_PACKET_FACTORIZATION_EXACT":true,"MOVING_PRIME_PACKET_MULTIPLICITY":"B^o(1)","MOVING_PRIME_TARGET_CURVE_GENUS_ONE":true,"NEXT":"Stage14-t39 t
18	SRC-35C602A46B84	14-t39	SR-STR-165	SR-STR-165	stages/stage14/data/14-t39/fi_transfer_obstruction.json	stage=14-t39 | decision={"AUXILIARY_ROOT_ROTATION_PRESERVES_SEPARATED_COEFFICIENTS":false,"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"DIRECT_TWO_VARIABLE_FI_TRANSFER_VALID":false,"EXTERNAL_AUXILIARY_PHI_TRACE_MULTIPLICATIVE":false,"EXTERNAL_AUXILIARY_PSI_TRACE_MULTIPLICATIVE":false,"EXTERNAL_AUXILIARY_THIRD_VARIABLE_ESSENTIAL":true,"FI_DIRICHLET_SYMBOL_DEFINITION_MATCHED":true,"FI_PROPOSITION_21_3_BALANCED_
19	SRC-CD9267B33F33	14-t4	SR-STR-163,SR-STR-223	SR-STR-163,SR-STR-223	stages/stage14/data/14-t4/elliptic_kummer_audit.json	status={"STAGE14_T4":"COMPLETE_ELLIPTIC_COMPRESSION_AND_KUMMER_RESTRICTION","ELLIPTIC_FACTOR_COUNT":5,"GEOMETRIC_ELLIPTIC_J_TYPES":3,"RAW_PAIR_FACTOR":"E_R","THIRD_FACE_FACTOR":"E_W","GENERIC_M_DEGREE4_TRIPLE_LIFT_GENUS":3,"T_O_SQRT_B_PROVED":false} | metadata={"stage":"14-t4","title":"Elliptic-factor compression and Kummer branch restriction audit"}
20	SRC-53D557B24F6A	14-t40	SR-STR-164,SR-STR-165	SR-STR-164,SR-STR-165	stages/stage14/data/14-t40/cross_kernel_hecke_dispersion.json	stage=14-t40 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"CROSS_KERNEL_IS_NORM_INDUCED_QUADRATIC_HECKE_CHARACTER_OVER_QI":true,"CROSS_KERNEL_IS_QUADRATIC_DIRICHLET_CHARACTER_IN_AUXILIARY_NORM":true,"FOURTH_ORDER_CROSS_KERNEL_ENERGY_REQUIRED":true,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t41 analyze the principal and fo
21	SRC-31A80A6B29E7	14-t41	SR-STR-164,SR-STR-225	SR-STR-164,SR-STR-225	stages/stage14/data/14-t41/global_energy_incidence.json	stage=14-t41 | decision={"A1_DECOMPOSED_INTO_LOCAL_PLUS_OFF_FIBER":true,"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"E4_LOWER_BOUND_A1_SQUARED":true,"E4_UPPER_BOUND_A1_H_SQUARED":true,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t42 isolate the 128-type off-direction collision mechanism as a mixed Kummer incidence. Use canonical-prime
22	SRC-03B17F9378AB	14-t42	SR-STR-164,SR-STR-225	SR-STR-164,SR-STR-225	stages/stage14/data/14-t42/kummer_transversality.json	stage=14-t42 | decision={"A1_NEAR_LINEAR_PLUS_CNON_SUBPOLY_IMPLIES_E4_NEAR_QUADRATIC":true,"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"FROZEN_DIRECTION_BRANCH_PGL2_EQUIVALENT_BLOCKS":0,"FROZEN_DIRECTION_COLLISION_GRAPH_MAX_DEGREE":2,"FROZEN_OFF_DIRECTION_PRINCIPAL_BLOCKS":16,"FROZEN_RECIPROCAL_ORBITS":560,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false
23	SRC-BDDD1981C025	14-t43	SR-STR-164,SR-STR-225	SR-STR-164,SR-STR-225	stages/stage14/data/14-t43/low_degree_kummer_transversality.json	stage=14-t43 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"DEGREE2_MODULAR_POLYNOMIAL_CERTIFICATE_EXACT":true,"DIRECTION_J_INVARIANT_EXACT":true,"FROZEN_DEGREE2_ISOGENOUS_DIRECTION_PAIRS":0,"FROZEN_PRINCIPAL_BLOCKS_ALL_LD2_TRANSVERSE":true,"FROZEN_TOP20_HEAVY_KERNELS_LOW_DEGREE_EXCEPTION_FREE":true,"GENERIC_KUMMER_INCIDENCE_BOUND_PROVED":false,"GENERIC_TWISTED_KUMMER_REMAINS_PRIMARY":true,"GLOBAL_
24	SRC-9C347B45BEE4	14-t44	SR-STR-164,SR-STR-222,SR-STR-225	SR-STR-164,SR-STR-222,SR-STR-225	stages/stage14/data/14-t44/canonical_prime_twist_support.json	stage=14-t44 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_OWN_VALUATION_EVEN":true,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"CROSS_BAD_HEAVY_MASS_POWER_SAVING_PROVED":false,"FIXED_TWIST_SUPER_SQRT_EXPOSED_CANONICAL_PRIMES":"O(1)","FROZEN_HEAVY_CROSS_BAD_MASS":0,"GENERIC_CROSS_GOOD_KUMMER_INCIDENCE_BOUND_PROVED":false,"GENERIC_CROSS_GOOD_KUMMER_REMAINS_PRIMARY":true,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINC
25	SRC-B96AE32221D0	14-t45	SR-STR-165,SR-STR-225	SR-STR-165,SR-STR-225	stages/stage14/data/14-t45/two_canonical_character.json	stage=14-t45 | decision={"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"FIXED_COMMON_CORE_ALONE_ONE_DIMENSIONAL":false,"FIXED_PARTNER_QUADRATIC_CHARACTER_CERTIFIED":true,"GENERIC_CROSS_GOOD_KUMMER_INCIDENCE_BOUND_PROVED":false,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false,"MANY_CONDUCTOR_AGGREGATION_REQUIRED":true,"NEXT":"Stage14-t46 attack the sparse m
26	SRC-63C4F3F9B3BD	14-t46	SR-STR-165,SR-STR-225	SR-STR-165,SR-STR-225	stages/stage14/data/14-t46/twist_translation_conductor_energy.json	stage=14-t46 | decision={"ALL_TWISTS_SHARE_BASE_QUADRATIC_CHARACTER_OPERATOR":true,"A_11_POWER_SAVING_PROVED":false,"CANONICAL_PRIME_SUM_POWER_SAVING_PROVED":false,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"GENERIC_CROSS_GOOD_KUMMER_INCIDENCE_BOUND_PROVED":false,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false,"MOVING_CONDUCTOR_FAMILY_IS_TWIST_TRANSLATED_SQUARECLASS_SPECTRUM":true,"NEXT":"Stage14-t47 attack the twist-independent sp
27	SRC-3F9F84F49800	14-t47	SR-STR-165,SR-STR-225	SR-STR-165,SR-STR-225	stages/stage14/data/14-t47/centered_spectral_shell.json	stage=14-t47 | decision={"A_11_POWER_SAVING_PROVED":false,"CENTERED_DETECTOR_REMOVES_ONE_QUARTER_CONSTANT_TERM":true,"CENTERED_DISPERSION_IS_TH13_PRODUCT_KERNEL_RECEIVER":true,"CONDUCTOR_ENERGY_REFINEMENT_INSTANTIATED":true,"CRITICAL_SQRT_ELL_STRIP_POWER_SAVING_PROVED":false,"GLOBAL_FOURTH_ENERGY_POWER_SAVING_PROVED":false,"GLOBAL_PRINCIPAL_COLLISION_POWER_SAVING_PROVED":false,"NEXT":"Stage14-t48 prove a uniform physical row-correlation/spectral estimate for the squareclass character Gram matrix
28	SRC-59D2ECA09147	14-t48	SR-STR-169,SR-STR-225	SR-STR-169,SR-STR-225	stages/stage14/data/14-t48/physical_row_correlation_summary.json	stage=14-t48 | decision={"STAGE14_T48":"COMPLETE_PHYSICAL_ROW_CORRELATION_BRIDGE_AND_DIFFUSE_COHERENCE_AUDIT","T47_GRAM_IS_NORMALIZED_PHYSICAL_FOUR_LINEAR_CHARACTER_SUM":true,"ALL_CANONICAL_TEST_PRIMES_SPLIT":true,"T32_TWO_PRIME_ANGULAR_COMPLETION_REUSED":true,"FIXED_DIRECTION_KERNEL_INJECTIVITY_AFTER_RECIPROCAL_QUOTIENT":true,"TOP_FROZEN_ROW_CORRELATIONS_SINGLE_CELL_EXCEPTIONAL":false,"SIGNED_COMMON_REFINEMENT_AGGREGATION_REQUIRED":true,"UNIFORM_PHYSICAL_ROW_CORRELATION_POWER_SAVING_PROVED":fal
29	SRC-4F12655F3E67	14-t49	SR-STR-165,SR-STR-169,SR-STR-225	SR-STR-165,SR-STR-169,SR-STR-225	stages/stage14/data/14-t49/frobenius_amplifier_frozen.json	stage=14-t49
30	SRC-F8084E5847EB	14-t50	SR-STR-165,SR-STR-169,SR-STR-225	SR-STR-165,SR-STR-169,SR-STR-225	stages/stage14/data/14-t50/selector_sensitive_two_modulus_frozen.json	stage=14-t50
31	SRC-FBCBCFC35971	14-t51	SR-STR-165,SR-STR-225	SR-STR-165,SR-STR-225	stages/stage14/data/14-t51/exact_pair_diagonal_frozen.json	stage=14-t51
32	SRC-4CE04F5D1411	14-t52	SR-STR-164,SR-STR-225	SR-STR-164,SR-STR-225	stages/stage14/data/14-t52/ssgc_principal_resonance_frozen.json	stage=14-t52
33	SRC-BBA509C3EFE5	14-t53	SR-STR-222,SR-STR-225	SR-STR-222,SR-STR-225	stages/stage14/data/14-t53/kummer_principal_stratification_frozen.json	stage=14-t53
34	SRC-B178B0D1BB05	14-t54	SR-STR-169,SR-STR-225	SR-STR-169,SR-STR-225	stages/stage14/data/14-t54/shared_u_canonical_prime_frozen.json	stage=14-t54
35	SRC-6CDD94BF2618	14-t55	SR-STR-169,SR-STR-222,SR-STR-225	SR-STR-169,SR-STR-222,SR-STR-225	stages/stage14/data/14-t55/shared_u_projective_trace_frozen.json	stage=14-t55
36	SRC-7469EBE01F98	14-t57	SR-STR-165,SR-STR-169,SR-STR-225	SR-STR-165,SR-STR-169,SR-STR-225	stages/stage14/data/14-t57/rank1_kummer_mellin_frozen.json	stage=14-t57
37	SRC-BEA05324677C	14-t58	SR-STR-169,SR-STR-225	SR-STR-169,SR-STR-225	stages/stage14/data/14-t58/physical_mask_radial_transfer_frozen.json	stage=14-t58 | decision={"STAGE14_T58":"COMPLETE_TOROIDAL_RECONSTRUCTION_MASK_SEPARATION_AND_RADIAL_CELL_ENERGY_TRANSFER","PHYSICAL_INTERVAL_TOROIDAL_SEPARATION_PROVED":true,"TOROIDAL_INVERSE_SQUARE_COMPATIBILITY_PROVED":true,"CANONICAL_MASK_PI_SIDE_ONLY":true,"INVISIBLE_BRANCH_MASK_RADIAL_ONLY":true,"SHARP_HYPERBOLA_MASK_RADIAL_ONLY":true,"PHYSICAL_RADIAL_CELL_MULTIPLICITY_B_O1":true,"FIXED_U_PHYSICAL_SELECTOR_SUPPORT_ENERGY_TRANSFER_PROVED":true,"FULL_PHYSICAL_SELECTOR_SINGLE_CARTESIAN_PRODUCT
38	SRC-AAD15A7B062B	14-t59	SR-STR-169,SR-STR-225	SR-STR-169,SR-STR-225	stages/stage14/data/14-t59/orthogonal_rectangle_reduction_frozen.json	stage=14-t59
39	SRC-8657587C082A	14-t6	SR-STR-223	SR-STR-223	stages/stage14/data/14-t6/mirror_pair_audit.json	
40	SRC-89EC1E22AADC	14-t60	SR-STR-225	SR-STR-225	stages/stage14/data/14-t60/polar_kummer_fourth_moment_frozen.json	stage=14-t60 | decision={"STAGE14_T60":"COMPLETE_POLAR_KUMMER_ONE_SIDE_FOURTH_MOMENT_REDUCTION","ONE_PRIME_AGGREGATED_MELLIN_COEFFICIENT_MATRIX_DEFINED":true,"ONE_PRIME_MODE_MAP_FIBER_MAX":2,"ONE_PRIME_AGGREGATED_MATRIX_HS2_LE_2":true,"TWO_PRIME_COEFFICIENT_MATRIX_TENSOR_IDENTITY":true,"TWO_PRIME_AGGREGATED_MATRIX_HS2_LE_4":true,"POLAR_KUMMER_HALF_PACKET_FACTORIZATION_PROVED":true,"SAME_AUXILIARY_PAIR_OUTER_AVERAGE_PRESERVED":true,"INDEPENDENT_PI_V_MODULUS_TENSORIZATION_ALLOWED":false,"CANONICAL
